date,ETF_NIFTY_NEXT_50,ETF_NIFTY_MIDCAP150,ETF_PSU_BANK,ETF_SENSEX,ETF_PHARMA_SECTOR,ETF_AUTO_SECTOR,ETF_NIFTY200,ETF_HDFC_GOLD
2009-03-06,,,14.005000114440918,,,,,
2009-03-09,,,13.5,,,,,
2009-03-12,,,13.770000457763672,,,,,
2009-03-13,,,14.100000381469727,,,,,
2009-03-16,,,14.229999542236328,,,,,
2009-03-17,,,14.300000190734863,,,,,
2009-03-18,,,14.199999809265137,,,,,
2009-03-19,,,14.600000381469727,,,,,
2009-03-20,,,14.600000381469727,,,,,
2009-03-23,,,14.699999809265137,,,,,
2009-03-24,,,15.0,,,,,
2009-03-25,,,15.0,,,,,
2009-03-26,,,15.800000190734863,,,,,
2009-03-27,,,16.5,,,,,
2009-03-30,,,15.3100004196167,,,,,
2009-03-31,,,15.699999809265137,,,,,
2009-04-01,,,15.699999809265137,,,,,
2009-04-02,,,16.700000762939453,,,,,
2009-04-06,,,16.725000381469727,,,,,
2009-04-08,,,16.700000762939453,,,,,
2009-04-09,,,16.899999618530273,,,,,
2009-04-13,,,17.899999618530273,,,,,
2009-04-15,,,18.850000381469727,,,,,
2009-04-16,,,19.0,,,,,
2009-04-17,,,19.549999237060547,,,,,
2009-04-20,,,19.600000381469727,,,,,
2009-04-21,,,19.299999237060547,,,,,
2009-04-22,,,18.399999618530273,,,,,
2009-04-23,,,18.399999618530273,,,,,
2009-04-24,,,19.299999237060547,,,,,
2009-04-27,,,19.600000381469727,,,,,
2009-04-28,,,19.0,,,,,
2009-04-29,,,18.799999237060547,,,,,
2009-05-04,,,19.799999237060547,,,,,
2009-05-05,,,19.799999237060547,,,,,
2009-05-06,,,19.950000762939453,,,,,
2009-05-07,,,19.799999237060547,,,,,
2009-05-08,,,20.0,,,,,
2009-05-11,,,19.5,,,,,
2009-05-12,,,19.450000762939453,,,,,
2009-05-13,,,19.5,,,,,
2009-05-14,,,19.700000762939453,,,,,
2009-05-15,,,20.100000381469727,,,,,
2009-05-18,,,20.100000381469727,,,,,
2009-05-19,,,24.1200008392334,,,,,
2009-05-20,,,27.200000762939453,,,,,
2009-05-21,,,28.625,,,,,
2009-05-22,,,26.197999954223633,,,,,
2009-05-25,,,25.899999618530273,,,,,
2009-05-26,,,25.799999237060547,,,,,
2009-05-27,,,26.100000381469727,,,,,
2009-05-28,,,27.0,,,,,
2009-05-29,,,27.200000762939453,,,,,
2009-06-01,,,27.299999237060547,,,,,
2009-06-02,,,27.799999237060547,,,,,
2009-06-03,,,27.399999618530273,,,,,
2009-06-04,,,27.5,,,,,
2009-06-05,,,27.299999237060547,,,,,
2009-06-08,,,27.299999237060547,,,,,
2009-06-09,,,26.399999618530273,,,,,
2009-06-10,,,26.700000762939453,,,,,
2009-06-11,,,26.100000381469727,,,,,
2009-06-12,,,25.1200008392334,,,,,
2009-06-15,,,25.5,,,,,
2009-06-16,,,26.5,,,,,
2009-06-17,,,25.468299865722656,,,,,
2009-06-18,,,25.5,,,,,
2009-06-19,,,26.600000381469727,,,,,
2009-06-22,,,26.5,,,,,
2009-06-23,,,26.5,,,,,
2009-06-24,,,26.799999237060547,,,,,
2009-06-25,,,26.600000381469727,,,,,
2009-06-26,,,26.5,,,,,
2009-06-29,,,27.395000457763672,,,,,
2009-06-30,,,27.100000381469727,,,,,
2009-07-01,,,27.0,,,,,
2009-07-02,,,27.200000762939453,,,,,
2009-07-03,,,27.299999237060547,,,,,
2009-07-06,,,25.799999237060547,,,,,
2009-07-07,,,25.100000381469727,,,,,
2009-07-08,,,25.0,,,,,
2009-07-09,,,25.200000762939453,,,,,
2009-07-10,,,24.899999618530273,,,,,
2009-07-13,,,24.0,,,,,
2009-07-14,,,25.0,,,,,
2009-07-15,,,25.5,,,,,
2009-07-16,,,25.299999237060547,,,,,
2009-07-17,,,26.280000686645508,,,,,
2009-07-20,,,27.0,,,,,
2009-07-21,,,27.0,,,,,
2009-07-22,,,26.700000762939453,,,,,
2009-07-23,,,26.799999237060547,,,,,
2009-07-24,,,26.600000381469727,,,,,
2009-07-27,,,27.200000762939453,,,,,
2009-07-28,,,26.899999618530273,,,,,
2009-07-29,,,26.399999618530273,,,,,
2009-07-30,,,26.600000381469727,,,,,
2009-07-31,,,27.700000762939453,,,,,
2009-08-03,,,27.899999618530273,,,,,
2009-08-04,,,28.299999237060547,,,,,
2009-08-05,,,28.149999618530273,,,,,
2009-08-06,,,27.799999237060547,,,,,
2009-08-07,,,26.899999618530273,,,,,
2009-08-10,,,26.600000381469727,,,,,
2009-08-11,,,26.600000381469727,,,,,
2009-08-12,,,25.899999618530273,,,,,
2009-08-13,,,27.100000381469727,,,,,
2009-08-14,,,27.100000381469727,,,,,
2009-08-17,,,26.299999237060547,,,,,
2009-08-18,,,26.45747947692871,,,,,
2009-08-19,,,25.884050369262695,,,,,
2009-08-20,,,26.49411964416504,,,,,
2009-08-21,,,26.77872085571289,,,,,
2009-08-24,,,27.0,,,,,
2009-08-25,,,26.799999237060547,,,,,
2009-08-26,,,26.75,,,,,
2009-08-27,,,26.610000610351562,,,,,
2009-08-28,,,27.0,,,,,
2009-08-31,,,27.0,,,,,
2009-09-01,,,27.0,,,,,
2009-09-02,,,26.700000762939453,,,,,
2009-09-03,,,26.799999237060547,,,,,
2009-09-04,,,27.399999618530273,,,,,
2009-09-07,,,27.850000381469727,,,,,
2009-09-08,,,28.600000381469727,,,,,
2009-09-09,,,28.399999618530273,,,,,
2009-09-10,,,28.600000381469727,,,,,
2009-09-11,,,28.600000381469727,,,,,
2009-09-14,,,29.25,,,,,
2009-09-15,,,30.450000762939453,,,,,
2009-09-16,,,31.299999237060547,,,,,
2009-09-17,,,31.510000228881836,,,,,
2009-09-18,,,31.799999237060547,,,,,
2009-09-22,,,31.704999923706055,,,,,
2009-09-23,,,32.20000076293945,,,,,
2009-09-24,,,31.809999465942383,,,,,
2009-09-25,,,32.29999923706055,,,,,
2009-09-29,,,31.950000762939453,,,,,
2009-09-30,,,32.150001525878906,,,,,
2009-10-01,,,33.400001525878906,,,,,
2009-10-05,,,32.20000076293945,,,,,
2009-10-06,,,32.5,,,,,
2009-10-07,,,32.20000076293945,,,,,
2009-10-08,,,32.650001525878906,,,,,
2009-10-09,,,32.150001525878906,,,,,
2009-10-12,,,32.900001525878906,,,,,
2009-10-13,,,33.155601501464844,,,,,
2009-10-14,,,33.70000076293945,,,,,
2009-10-15,,,34.900001525878906,,,,,
2009-10-16,,,36.5,,,,,
2009-10-20,,,36.404998779296875,,,,,
2009-10-21,,,35.900001525878906,,,,,
2009-10-22,,,34.79999923706055,,,,,
2009-10-23,,,35.400001525878906,,,,,
2009-10-26,,,34.70000076293945,,,,,
2009-10-27,,,32.79999923706055,,,,,
2009-10-28,,,33.29999923706055,,,,,
2009-10-29,,,33.0,,,,,
2009-10-30,,,32.70000076293945,,,,,
2009-11-03,,,31.25,,,,,
2009-11-04,,,32.25,,,,,
2009-11-05,,,32.20000076293945,,,,,
2009-11-06,,,33.04999923706055,,,,,
2009-11-09,,,34.400001525878906,,,,,
2009-11-10,,,34.099998474121094,,,,,
2009-11-11,,,35.04999923706055,,,,,
2009-11-12,,,34.20000076293945,,,,,
2009-11-13,,,34.20000076293945,,,,,
2009-11-16,,,34.150001525878906,,,,,
2009-11-17,,,34.20000076293945,,,,,
2009-11-18,,,34.20000076293945,,,,,
2009-11-19,,,33.79999923706055,,,,,
2009-11-20,,,34.20000076293945,,,,,
2009-11-23,,,34.724998474121094,,,,,
2009-11-24,,,34.04999923706055,,,,,
2009-11-25,,,34.349998474121094,,,,,
2009-11-26,,,33.54999923706055,,,,,
2009-11-27,,,33.70000076293945,,,,,
2009-11-30,,,33.744998931884766,,,,,
2009-12-01,,,33.92499923706055,,,,,
2009-12-02,,,34.849998474121094,,,,,
2009-12-03,,,35.0,,,,,
2009-12-04,,,34.29999923706055,,,,,
2009-12-07,,,34.349998474121094,,,,,
2009-12-08,,,34.20000076293945,,,,,
2009-12-09,,,34.400001525878906,,,,,
2009-12-10,,,34.04999923706055,,,,,
2009-12-11,,,33.60499954223633,,,,,
2009-12-14,,,33.70000076293945,,,,,
2009-12-15,,,32.150001525878906,,,,,
2009-12-16,,,32.0,,,,,
2009-12-17,,,32.224998474121094,,,,,
2009-12-18,,,32.349998474121094,,,,,
2009-12-21,,,32.099998474121094,,,,,
2009-12-22,,,32.20000076293945,,,,,
2009-12-23,,,33.275001525878906,,,,,
2009-12-24,,,33.5,,,,,
2009-12-29,,,33.400001525878906,,,,,
2009-12-30,,,33.5,,,,,
2009-12-31,,,33.70000076293945,,,,,
2010-01-04,,,34.150001525878906,,,,,
2010-01-05,,,34.20000076293945,,,,,
2010-01-06,,,34.599998474121094,,,,,
2010-01-07,,,34.5,,,,,
2010-01-08,,,33.099998474121094,,,,,
2010-01-11,,,34.0,,,,,
2010-01-12,,,33.69900131225586,,,,,
2010-01-13,,,33.400001525878906,,,,,
2010-01-14,,,33.20000076293945,,,,,
2010-01-15,,,33.099998474121094,,,,,
2010-01-18,,,33.20000076293945,,,,,
2010-01-19,,,33.311981201171875,,,,,
2010-01-20,,,33.214229583740234,,,,,
2010-01-21,,,32.570899963378906,,,,,
2010-01-22,,,32.17610168457031,,,,,
2010-01-25,,,32.0966796875,,,,,
2010-01-27,,,30.761430740356445,,,,,
2010-01-28,,,31.115629196166992,,,,,
2010-01-29,,,31.89362907409668,,,,,
2010-02-01,,,31.759479522705078,,,,,
2010-02-02,,,31.064359664916992,,,,,
2010-02-03,,,31.415380477905273,,,,,
2010-02-04,,,30.73249053955078,,,,,
2010-02-05,,,30.089000701904297,,,,,
2010-02-08,,,30.5,,,,,
2010-02-09,,,30.549999237060547,,,,,
2010-02-10,,,30.575000762939453,,,,,
2010-02-11,,,30.75,,,,,
2010-02-15,,,30.28499984741211,,,,,
2010-02-16,,,30.125,,,,,
2010-02-17,,,30.829999923706055,,,,,
2010-02-18,,,30.600000381469727,,,,,
2010-02-19,,,30.014999389648438,,,,,
2010-02-22,,,30.399999618530273,,,,,
2010-02-23,,,30.56999969482422,,,,,
2010-02-24,,,30.43899917602539,,,,,
2010-02-25,,,30.077999114990234,,,,,
2010-02-26,,,30.97800064086914,,,,,
2010-03-02,,,31.871999740600586,,,,,
2010-03-03,,,32.0,,,,,
2010-03-04,,,32.04999923706055,,,,,
2010-03-05,,,32.566001892089844,,,,,
2010-03-08,,,32.54999923706055,,,,,
2010-03-09,,,32.60300064086914,,,,,
2010-03-10,,,31.950000762939453,,,,,
2010-03-11,,,32.0,,,,,
2010-03-12,,,32.0,,,,,
2010-03-15,,,32.0,,,,,
2010-03-16,,,32.099998474121094,,,,,
2010-03-17,,,31.81100082397461,,,,,
2010-03-18,,,32.15800094604492,,,,,
2010-03-19,,,32.20000076293945,,,,,
2010-03-22,,,32.29999923706055,,,,,
2010-03-23,,,32.0,,,,,
2010-03-25,,,32.237998962402344,,,,,
2010-03-26,,,32.61800003051758,,,,,
2010-03-29,,,33.16600036621094,,,,,
2010-03-30,,,33.0,,,,,
2010-03-31,,,33.290000915527344,,,,,
2010-04-01,,,33.400001525878906,,,,,
2010-04-05,,,34.00400161743164,,,,,
2010-04-06,,,34.32899856567383,,,,,
2010-04-07,,,34.099998474121094,,,,,
2010-04-08,,,33.650001525878906,,,,,
2010-04-09,,,33.875999450683594,,,,,
2010-04-12,,,33.849998474121094,,,,,
2010-04-13,,,34.0,,,,,
2010-04-15,,,33.52399826049805,,,,,
2010-04-16,,,33.5,,,,,
2010-04-19,,,33.29800033569336,,,,,
2010-04-20,,,33.70000076293945,,,,,
2010-04-21,,,33.849998474121094,,,,,
2010-04-22,,,34.60499954223633,,,,,
2010-04-23,,,35.63600158691406,,,,,
2010-04-26,,,35.22700119018555,,,,,
2010-04-27,,,35.06999969482422,,,,,
2010-04-28,,,35.02299880981445,,,,,
2010-04-29,,,36.060001373291016,,,,,
2010-04-30,,,35.887001037597656,,,,,
2010-05-03,,,36.13999938964844,,,,,
2010-05-04,,,35.54999923706055,,,,,
2010-05-05,,,35.86199951171875,,,,,
2010-05-06,,,36.07699966430664,,,,,
2010-05-07,,,35.0099983215332,,,,,
2010-05-10,,,35.43000030517578,,,,,
2010-05-11,,,35.900001525878906,,,,,
2010-05-12,,,36.249000549316406,,,,,
2010-05-13,,,36.0,,,,,
2010-05-14,,,35.32400131225586,,,,,
2010-05-17,,,34.80500030517578,,,,,
2010-05-18,,,35.099998474121094,,,,,
2010-05-19,,,34.83300018310547,,,,,
2010-05-20,,,34.869998931884766,,,,,
2010-05-21,,,34.94499969482422,,,,,
2010-05-24,,,34.92499923706055,,,,,
2010-05-25,,,33.79999923706055,,,,,
2010-05-26,,,33.9630012512207,,,,,
2010-05-27,,,34.439998626708984,,,,,
2010-05-28,,,35.0,,,,,
2010-05-31,,,35.0,,,,,
2010-06-01,,,34.76499938964844,,,,,
2010-06-02,,,34.900001525878906,,,,,
2010-06-03,,,35.41899871826172,,,,,
2010-06-04,,,35.70000076293945,,,,,
2010-06-07,,,35.79999923706055,,,,,
2010-06-08,,,35.29999923706055,,,,,
2010-06-09,,,36.099998474121094,,,,,
2010-06-10,,,35.95000076293945,,,,,
2010-06-11,,,36.20000076293945,,,,,
2010-06-14,,,36.683998107910156,,,,,
2010-06-15,,,36.900001525878906,,,,,
2010-06-16,,,36.70000076293945,,,,,
2010-06-17,,,36.17900085449219,,,,,
2010-06-18,,,36.6879997253418,,,,,
2010-06-21,,,36.70000076293945,,,,,
2010-06-22,,,36.400001525878906,,,,,
2010-06-23,,,36.500999450683594,,,,,
2010-06-24,,,36.44499969482422,,,,,
2010-06-25,,,36.650001525878906,,,,,
2010-06-28,,,36.5,,,,,
2010-06-29,,,36.20000076293945,,,,,
2010-06-30,,,36.5,,,,,
2010-07-01,,,36.404998779296875,,,,,
2010-07-02,,,36.599998474121094,,,,,
2010-07-05,,,36.71500015258789,,,,,
2010-07-06,,,36.5,,,,,
2010-07-07,,,36.58000183105469,,,,,
2010-07-08,,,37.34700012207031,,,,,
2010-07-09,,,37.46799850463867,,,,,
2010-07-12,,,37.58399963378906,,,,,
2010-07-13,,,37.8650016784668,,,,,
2010-07-14,,,38.08100128173828,,,,,
2010-07-15,,,37.900001525878906,,,,,
2010-07-16,,,38.404998779296875,,,,,
2010-07-19,,,38.93899917602539,,,,,
2010-07-20,,,38.643001556396484,,,,,
2010-07-21,,,39.099998474121094,,,,,
2010-07-22,,,39.279998779296875,,,,,
2010-07-23,,,39.42499923706055,,,,,
2010-07-26,,,38.612998962402344,,,,,
2010-07-27,,,38.5,,,,,
2010-07-28,,,38.900001525878906,,,,,
2010-07-29,,,39.03300094604492,,,,,
2010-07-30,,,39.909000396728516,,,,,
2010-08-02,,,40.479000091552734,,,,,
2010-08-03,,,41.19499969482422,,,,,
2010-08-04,,,40.79999923706055,,,,,
2010-08-05,,,40.849998474121094,,,,,
2010-08-06,,,40.632999420166016,,,,,
2010-08-09,,,41.20000076293945,,,,,
2010-08-10,,,41.20000076293945,,,,,
2010-08-11,,,41.249000549316406,,,,,
2010-08-12,,,42.448001861572266,,,,,
2010-08-13,,,43.444000244140625,,,,,
2010-08-16,,,43.70500183105469,,,,,
2010-08-17,,,44.599998474121094,,,,,
2010-08-18,,,43.79999923706055,,,,,
2010-08-19,,,44.50199890136719,,,,,
2010-08-20,,,44.45000076293945,,,,,
2010-08-23,,,44.54999923706055,,,,,
2010-08-24,,,44.400001525878906,,,,,
2010-08-25,,,44.54999923706055,,,,,
2010-08-26,,,44.79999923706055,,,,,
2010-08-27,,,43.650001525878906,,,,,
2010-08-30,,,43.25,,,,,
2010-08-31,,,42.70000076293945,,,,,
2010-09-01,,,43.242000579833984,,,,,
2010-09-02,,,43.79999923706055,,,,,
2010-09-03,,,43.60499954223633,,,,,
2010-09-06,,,44.5,,,,,
2010-09-07,,,44.025001525878906,,,,,
2010-09-08,,,45.18000030517578,,,,,
2010-09-09,,,45.9010009765625,,,,,
2010-09-13,,,47.6510009765625,,,,,
2010-09-14,,,48.04999923706055,,,,,
2010-09-15,,,47.70000076293945,,,,,
2010-09-16,,,47.520999908447266,,,,,
2010-09-17,,,48.25,,,,,
2010-09-20,,,48.400001525878906,,,,,
2010-09-21,,,47.25,,,,,
2010-09-22,,,48.5,,,,,
2010-09-23,,,47.80099868774414,,,,,
2010-09-24,,,48.10100173950195,,,,,
2010-09-27,,,48.32600021362305,,,,,
2010-09-28,,,49.25,,,,,
2010-09-29,,,48.650001525878906,,,,,
2010-09-30,,,48.75,,,,,
2010-10-01,,,49.775001525878906,,,,,
2010-10-04,,,50.5,,,,,
2010-10-05,,,50.79999923706055,,,,,
2010-10-06,,,51.0,,,,,
2010-10-07,,,50.70000076293945,,,,,
2010-10-08,,,50.29999923706055,,,,,
2010-10-11,,,51.150001525878906,,,,,
2010-10-12,,,50.54999923706055,,,,,
2010-10-13,,,51.0,,,,,
2010-10-14,,,51.608001708984375,,,,,
2010-10-15,,,50.15999984741211,,,,,
2010-10-18,,,50.44499969482422,,,,,
2010-10-19,,,49.99700164794922,,,,,
2010-10-20,,,49.18000030517578,,,,,
2010-10-21,,,51.15299987792969,,,,,
2010-10-22,,,51.608001708984375,,,,,
2010-10-25,,,51.70399856567383,,,,,
2010-10-26,,,51.599998474121094,,,,,
2010-10-27,,,51.70000076293945,,,,,
2010-10-28,,,51.1879997253418,,,,,
2010-10-29,,,50.20600128173828,,,,,
2010-11-01,,,51.599998474121094,,,,,
2010-11-02,,,51.79999923706055,,,,,
2010-11-03,,,51.86000061035156,,,,,
2010-11-04,,,53.29499816894531,,,,,
2010-11-08,,,54.29999923706055,,,,,
2010-11-09,,,52.569000244140625,,,,,
2010-11-10,,,52.29999923706055,,,,,
2010-11-11,,,51.382999420166016,,,,,
2010-11-12,,,50.183998107910156,,,,,
2010-11-15,,,51.0,,,,,
2010-11-16,,,50.358001708984375,,,,,
2010-11-18,,,49.349998474121094,,,,,
2010-11-19,,,48.946998596191406,,,,,
2010-11-22,,,49.85599899291992,,,,,
2010-11-23,,,49.20000076293945,,,,,
2010-11-24,,,47.525001525878906,,,,,
2010-11-25,,,46.74599838256836,,,,,
2010-11-26,,,45.79999923706055,,,,,
2010-11-29,,,46.35100173950195,,,,,
2010-11-30,,,47.88999938964844,,,,,
2010-12-01,,,49.32699966430664,,,,,
2010-12-02,,,49.900001525878906,,,,,
2010-12-03,,,49.10300064086914,,,,,
2010-12-06,,,47.768001556396484,,,,,
2010-12-07,,,45.577999114990234,,,,,
2010-12-08,,,44.75299835205078,,,,,
2010-12-09,,,43.34600067138672,,,,,
2010-12-10,,,44.07500076293945,,,,,
2010-12-13,,,44.38100051879883,,,,,
2010-12-14,,,45.49800109863281,,,,,
2010-12-15,,,43.95500183105469,,,,,
2010-12-16,,,44.29999923706055,,,,,
2010-12-20,,,44.17599868774414,,,,,
2010-12-21,,,44.5,,,,,
2010-12-22,,,44.54899978637695,,,,,
2010-12-23,,,44.790000915527344,,,,,
2010-12-24,,,44.698001861572266,,,,,
2010-12-27,,,44.400001525878906,,,,,
2010-12-28,,,43.7130012512207,,,,,
2010-12-29,,,44.10599899291992,,,,,
2010-12-30,,,45.0,,,,,
2010-12-31,,,45.0,,,,,
2011-01-03,,,45.849998474121094,,,,,
2011-01-04,,,44.45500183105469,,,,,
2011-01-05,,,43.8849983215332,,,,,
2011-01-06,,,42.9630012512207,,,,,
2011-01-07,,,42.1619987487793,,,,,
2011-01-10,,,41.797000885009766,,,,,
2011-01-11,,,42.0,,,,,
2011-01-12,,,42.57099914550781,,,,,
2011-01-13,,,41.637001037597656,,,,,
2011-01-14,,,40.89799880981445,,,,,
2011-01-17,,,40.736000061035156,,,,,
2011-01-18,,,41.15299987792969,,,,,
2011-01-19,,,40.97600173950195,,,,,
2011-01-20,,,40.79999923706055,,,,,
2011-01-21,,,42.321998596191406,,,,,
2011-01-24,,,42.95000076293945,,,,,
2011-01-25,,,42.724998474121094,,,,,
2011-01-27,,,42.625,,,,,
2011-01-28,,,41.4640007019043,,,,,
2011-01-31,,,41.83700180053711,,,,,
2011-02-01,,,41.79999923706055,,,,,
2011-02-02,,,41.5,,,,,
2011-02-03,,,41.75400161743164,,,,,
2011-02-04,,,41.79999923706055,,,,,
2011-02-07,,,41.319000244140625,,,,,
2011-02-08,,,40.59700012207031,,,,,
2011-02-09,,,40.18600082397461,,,,,
2011-02-10,,,39.689998626708984,,,,,
2011-02-11,,,40.999000549316406,,,,,
2011-02-14,,,42.41899871826172,,,,,
2011-02-15,,,42.75299835205078,,,,,
2011-02-16,,,43.12699890136719,,,,,
2011-02-17,,,43.70000076293945,,,,,
2011-02-18,,,43.15299987792969,,,,,
2011-02-21,,,43.79999923706055,,,,,
2011-02-22,,,42.74700164794922,,,,,
2011-02-23,,,42.000999450683594,,,,,
2011-02-24,,,40.42300033569336,,,,,
2011-02-25,,,41.1510009765625,,,,,
2011-02-28,,,41.5,,,,,
2011-03-01,,,42.62300109863281,,,,,
2011-03-03,,,42.959999084472656,,,,,
2011-03-04,,,43.0369987487793,,,,,
2011-03-07,,,42.327999114990234,,,,,
2011-03-08,,,42.229000091552734,,,,,
2011-03-09,,,42.810001373291016,,,,,
2011-03-10,,,42.375,,,,,
2011-03-11,,,41.900001525878906,,,,,
2011-03-14,,,42.099998474121094,,,,,
2011-03-15,,,41.51499938964844,,,,,
2011-03-16,,,42.244998931884766,,,,,
2011-03-17,,,42.117000579833984,,,,,
2011-03-18,,,42.242000579833984,,,,,
2011-03-21,,,41.79999923706055,,,,,
2011-03-22,,,41.994998931884766,,,,,
2011-03-23,,,42.13399887084961,,,,,
2011-03-24,,,42.86000061035156,,,,,
2011-03-25,,,43.599998474121094,,,,,
2011-03-28,,,44.380001068115234,,,,,
2011-03-29,,,44.20500183105469,,,,,
2011-03-30,,,45.04499816894531,,,,,
2011-03-31,,,44.91899871826172,,,,,
2011-04-01,,,44.70000076293945,,,,,
2011-04-04,,,45.382999420166016,,,,,
2011-04-05,,,45.19499969482422,,,,,
2011-04-06,,,45.70000076293945,,,,,
2011-04-07,,,45.96099853515625,,,,,
2011-04-08,,,45.0,,,,,
2011-04-11,,,45.0,,,,,
2011-04-13,,,45.5,,,,,
2011-04-15,,,45.09199905395508,,,,,
2011-04-18,,,44.505001068115234,,,,,
2011-04-19,,,44.20199966430664,,,,,
2011-04-20,,,44.874000549316406,,,,,
2011-04-21,,,45.257999420166016,,,,,
2011-04-25,,,45.96500015258789,,,,,
2011-04-26,,,46.13100051879883,,,,,
2011-04-27,,,46.29999923706055,,,,,
2011-04-28,,,45.66899871826172,,,,,
2011-04-29,,,44.59600067138672,,,,,
2011-05-02,,,42.84199905395508,,,,,
2011-05-03,,,41.14699935913086,,,,,
2011-05-04,,,41.327999114990234,,,,,
2011-05-05,,,41.11600112915039,,,,,
2011-05-06,,,42.31999969482422,,,,,
2011-05-09,,,42.099998474121094,,,,,
2011-05-10,,,42.0,,,,,
2011-05-11,,,42.30699920654297,,,,,
2011-05-12,,,41.849998474121094,,,,,
2011-05-13,,,42.06800079345703,,,,,
2011-05-16,,,41.25,,,,,
2011-05-17,,,39.88999938964844,,,,,
2011-05-18,,,39.11600112915039,,,,,
2011-05-19,,,38.76900100708008,,,,,
2011-05-20,,,39.099998474121094,,,,,
2011-05-23,,,38.17599868774414,,,,,
2011-05-24,,,38.231998443603516,,,,,
2011-05-25,,,37.82400131225586,,,,,
2011-05-26,,,37.93299865722656,,,,,
2011-05-27,,,38.79999923706055,,,,,
2011-05-30,,,38.49800109863281,,,,,
2011-05-31,,,39.20000076293945,,,,,
2011-06-01,,,39.650001525878906,,,,,
2011-06-02,,,39.29999923706055,,,,,
2011-06-03,,,39.391998291015625,,,,,
2011-06-06,,,39.48099899291992,,,,,
2011-06-07,,,39.16299819946289,,,,,
2011-06-08,,,39.54999923706055,,,,,
2011-06-09,,,39.13399887084961,,,,,
2011-06-10,,,38.87699890136719,,,,,
2011-06-13,,,38.849998474121094,,,,,
2011-06-14,,,38.974998474121094,,,,,
2011-06-15,,,38.345001220703125,,,,,
2011-06-16,,,38.3489990234375,,,,,
2011-06-17,,,37.95500183105469,,,,,
2011-06-20,,,38.12699890136719,,,,,
2011-06-21,,,37.6510009765625,,,,,
2011-06-22,,,37.625,,,,,
2011-06-23,,,37.11000061035156,,,,,
2011-06-24,,,38.611000061035156,,,,,
2011-06-27,,,39.400001525878906,,,,,
2011-06-28,,,39.790000915527344,,,,,
2011-06-29,,,39.39699935913086,,,,,
2011-06-30,,,40.08300018310547,,,,,
2011-07-01,,,39.80500030517578,,,,,
2011-07-04,,,40.70000076293945,,,,,
2011-07-05,,,40.58100128173828,,,,,
2011-07-06,,,40.92499923706055,,,,,
2011-07-07,,,40.90700149536133,,,,,
2011-07-08,,,40.902000427246094,,,,,
2011-07-11,,,40.10100173950195,,,,,
2011-07-12,,,40.375,,,,,
2011-07-13,,,40.59199905395508,,,,,
2011-07-14,,,40.61399841308594,,,,,
2011-07-15,,,40.7400016784668,,,,,
2011-07-18,,,40.81800079345703,,,,,
2011-07-19,,,41.494998931884766,,,,,
2011-07-20,,,41.42499923706055,,,,,
2011-07-21,,,41.099998474121094,,,,,
2011-07-22,,,41.417999267578125,,,,,
2011-07-25,,,42.1879997253418,,,,,
2011-07-26,,,41.19900131225586,,,,,
2011-07-27,,,40.494998931884766,,,,,
2011-07-28,,,39.70000076293945,,,,,
2011-07-29,,,39.599998474121094,,,,,
2011-08-01,,,39.54499816894531,,,,,
2011-08-02,,,38.5989990234375,,,,,
2011-08-03,,,38.512001037597656,,,,,
2011-08-04,,,38.16600036621094,,,,,
2011-08-05,,,37.803001403808594,,,,,
2011-08-08,,,37.689998626708984,,,,,
