,mean_annual,std_annual,geo_mean_annual,sharpe_ratio,max_drawdown,skewness,kurtosis,best_month,worst_month,n_months,n_years,start_date,end_date
amfi_mf_nav_MF_Balanced_Kotak_Balanced_Advantage_Fund_,0.11592897734749075,0.10179273176334654,0.1101005850839436,0.5003203712608214,-0.17910317805833686,-1.7807298110246985,11.770942549411966,0.10299109036911314,-0.15851481613709384,94,7.833333333333333,2018-09-30,2026-06-30
amfi_mf_nav_MF_Liquid_NIPPON_INDIA_LIQUID_FUND___DIR,9.410467738391048e-08,0.0004351849273632289,0.0,-149.3615743751855,-0.000601375508372883,0.01843512671490883,15.410165160068939,0.0006017373784947821,-0.0006013755083729144,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_Liquid_HDFC_Liquid_Fund___Growth_Opti,327.30935285832567,27.12304243740025,0.5021584357493818,12.065178661781871,0.0,12.727921367035117,161.9999881442646,99.66191036406673,0.0023362509068811654,162,13.5,2013-01-31,2026-06-30
amfi_mf_nav_MF_Liquid_SBI_Liquid_Fund___Direct_Paln_,0.027549598400706587,0.009001472282195248,0.027508434286291683,-4.160475133981098,-0.0030821081371378892,0.08120715568688576,-1.1218288260034879,0.006696738114564615,-0.002563874949740752,153,12.75,2013-10-31,2026-06-30
amfi_mf_nav_MF_Liquid_UTI_Liquid_Fund___Direct_Plan_,-0.018362935181017392,0.26996165939989186,-0.13320420407295663,-0.30879546142340386,-0.8994095644870711,-11.58287747316528,134.4449215546406,0.03229447194061352,-0.8994095644870711,135,11.25,2015-04-30,2026-06-30
amfi_mf_nav_MF_CorpBond_NIPPON_INDIA_CORPORATE_BOND_FU,3.120354526386926e-05,0.005889159655572952,1.3952661494398555e-05,-11.031929893979987,-0.009124994881813682,-0.8741084240678745,10.712432090077115,0.007003593096542415,-0.00912499488181373,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_CorpBond_HDFC_Corporate_Bond_Fund___Gro,0.07989706475299085,0.020747298374325814,0.0796685174814864,0.718024317393803,-0.02460692486195427,-0.5675650405176583,3.8175060422836697,0.02273084170854256,-0.023337419552558858,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_CorpBond_SBI_Corporate_Bond_Fund___Dire,0.07317076439920411,0.018211702619719092,0.07299707762716068,0.448654613454815,-0.00824209519292889,0.3266979865297348,0.5551396988679396,0.02070951211136629,-0.005990722984379859,88,7.333333333333333,2019-03-31,2026-06-30
amfi_mf_nav_MF_CorpBond_UTI_Corporate_Bond_Fund___Dire,0.04260910164693321,0.03648298451133059,0.041917682736333894,-0.6137353797388151,-0.04856083931091967,-2.053909821098159,6.236825346291242,0.024547294513800555,-0.041463617463617486,94,7.833333333333333,2018-09-30,2026-06-30
amfi_mf_nav_MF_Gilt_SBI_GILT_FUND___DIRECT_PLAN___,0.08903427376934125,0.0406769741414161,0.08815508633701596,0.590856971951369,-0.05165411926758022,0.5119226837415525,1.8275115372321258,0.05479845993628696,-0.02598891192823405,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_Gilt_ICICI_Prudential_Gilt_Fund___D,0.08574457673403502,0.04757055625426401,0.08453713033887933,0.4360801799994837,-0.09587346198158038,-0.29027619095489415,3.679440220783893,0.05820072617995531,-0.053694326655244096,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_Gilt_HDFC_Gilt_Fund___Growth_Option,0.07523951192301093,0.04411952268862396,0.07420809562789898,0.23208573663130633,-0.08688884228864545,-0.44934215290532953,3.957856239904131,0.050099101634883736,-0.05320506808144476,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_Gilt_Nippon_India_Gilt_Fund___Direc,0.05981781679428533,0.10879269144686585,0.05200418217918479,-0.047633560093010875,-0.3588272661273593,-9.522065250631929,109.32121623334514,0.05497713830278128,-0.35527509852727646,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_Gilt_UTI_Gilt_Fund___Direct_Plan___,0.05812028101778832,0.04446114809328005,0.057092899184073787,-0.15473552252357367,-0.04853948311199275,0.24880013323163275,2.2803635499438126,0.055978140841598245,-0.03876937774593281,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_DynamicBond_NIPPON_INDIA_DYNAMIC_BOND_FUND,0.05683726086407703,0.05109270351806768,0.05545231114285243,-0.15976330422672616,-0.09707770644232903,-1.9511180448052818,10.010101095018065,0.04278203265446856,-0.08808698005067273,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_DynamicBond_Aditya_Birla_Sun_Life_Dynamic_,0.07747940793240571,0.038780875673507444,0.07668179013892651,0.3217928351455669,-0.05829684998881535,-0.39958089832121857,3.826467894279066,0.048533018531899064,-0.037847797173485964,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_DynamicBond_Kotak_Dynamic_Bond_Fund___Dire,0.031026282813502837,0.04652991759908256,0.02990771540150461,-0.7301478046710969,-0.0742016141231328,-1.5319072718879652,4.258302377463933,0.03199268738574035,-0.06154845483747551,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_IndexFunds_HDFC_Nifty_50_Index_Fund___Dir,0.132503455961674,0.15787013202227013,0.11842354016394241,0.42758851910095036,-0.29383106060673386,-0.7656102067767935,4.521391342863532,0.1456878701483426,-0.23291907773978848,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_IndexFunds_ICICI_Prudential_Nifty_50_Inde,0.13262164384013642,0.15790939729636239,0.1185545456397703,0.42823064996711346,-0.291100579599515,-0.7225153908599443,4.3143652525077325,0.1465013704269198,-0.23026846364467168,161,13.416666666666666,2013-02-28,2026-06-30
