date,NSEBANK_PRICE,NSECNXIT_PRICE,CNXPHARMA_PRICE,CNXFMCG_PRICE,CNXAUTO_PRICE,CNXREALTY_PRICE,CNXMETAL_PRICE,CNXENERGY_PRICE,CNXINFRA_PRICE,NSEMIDCAP_PRICE,BSE_SENSEX,INDIA_VIX
2000-03-16,,,,,,,,,,,5102.41015625,
2000-03-21,,,,,,,,,,,5133.240234375,
2000-03-22,,,,,,,,,,,5201.8701171875,
2000-03-23,,,,,,,,,,,5115.02001953125,
2000-03-24,,,,,,,,,,,5141.419921875,
2000-03-27,,,,,,,,,,,5146.2998046875,
2000-03-28,,,,,,,,,,,5156.1201171875,
2000-03-29,,,,,,,,,,,5102.4599609375,
2000-03-30,,,,,,,,,,,5041.080078125,
2000-03-31,,,,,,,,,,,5001.27978515625,
2000-04-03,,,,,,,,,,,5052.93994140625,
2000-04-04,,,,,,,,,,,4691.4599609375,
2000-04-05,,,,,,,,,,,4757.06005859375,
2000-04-06,,,,,,,,,,,4866.72998046875,
2000-04-07,,,,,,,,,,,5219.2001953125,
2000-04-10,,,,,,,,,,,5442.85986328125,
2000-04-11,,,,,,,,,,,5541.5400390625,
2000-04-12,,,,,,,,,,,5426.81982421875,
2000-04-13,,,,,,,,,,,5172.1298828125,
2000-04-17,,,,,,,,,,,4880.7099609375,
2000-04-18,,,,,,,,,,,4745.47021484375,
2000-04-19,,,,,,,,,,,4665.81005859375,
2000-04-20,,,,,,,,,,,4657.419921875,
2000-04-24,,,,,,,,,,,4511.0498046875,
2000-04-25,,,,,,,,,,,4533.990234375,
2000-04-26,,,,,,,,,,,4626.39013671875,
2000-04-27,,,,,,,,,,,4679.6298828125,
2000-04-28,,,,,,,,,,,4657.5498046875,
2000-05-02,,,,,,,,,,,4372.22021484375,
2000-05-03,,,,,,,,,,,4335.2900390625,
2000-05-04,,,,,,,,,,,4553.919921875,
2000-05-05,,,,,,,,,,,4693.8798828125,
2000-05-08,,,,,,,,,,,4463.39990234375,
2000-05-09,,,,,,,,,,,4578.490234375,
2000-05-10,,,,,,,,,,,4458.39990234375,
2000-05-11,,,,,,,,,,,4251.35986328125,
2000-05-12,,,,,,,,,,,4107.14013671875,
2000-05-15,,,,,,,,,,,4212.52978515625,
2000-05-16,,,,,,,,,,,4230.1298828125,
2000-05-17,,,,,,,,,,,4234.22998046875,
2000-05-18,,,,,,,,,,,4192.43994140625,
2000-05-19,,,,,,,,,,,4068.64990234375,
2000-05-22,,,,,,,,,,,3920.179931640625,
2000-05-23,,,,,,,,,,,3943.5400390625,
2000-05-24,,,,,,,,,,,3933.64990234375,
2000-05-25,,,,,,,,,,,3999.030029296875,
2000-05-26,,,,,,,,,,,4084.7099609375,
2000-05-29,,,,,,,,,,,4189.85009765625,
2000-05-30,,,,,,,,,,,4311.77001953125,
2000-05-31,,,,,,,,,,,4433.60986328125,
2000-06-01,,,,,,,,,,,4325.47021484375,
2000-06-02,,,,,,,,,,,4453.47021484375,
2000-06-05,,,,,,,,,,,4531.52978515625,
2000-06-06,,,,,,,,,,,4591.68017578125,
2000-06-07,,,,,,,,,,,4604.83984375,
2000-06-08,,,,,,,,,,,4728.81005859375,
2000-06-09,,,,,,,,,,,4729.6298828125,
2000-06-12,,,,,,,,,,,4639.4599609375,
2000-06-13,,,,,,,,,,,4615.1298828125,
2000-06-14,,,,,,,,,,,4625.0400390625,
2000-06-15,,,,,,,,,,,4653.22021484375,
2000-06-16,,,,,,,,,,,4764.669921875,
2000-06-19,,,,,,,,,,,4837.240234375,
2000-06-20,,,,,,,,,,,4863.89990234375,
2000-06-21,,,,,,,,,,,4731.56982421875,
2000-06-22,,,,,,,,,,,4794.16015625,
2000-06-23,,,,,,,,,,,4721.7001953125,
2000-06-26,,,,,,,,,,,4670.08984375,
2000-06-27,,,,,,,,,,,4686.91015625,
2000-06-28,,,,,,,,,,,4642.56005859375,
2000-06-29,,,,,,,,,,,4785.6298828125,
2000-06-30,,,,,,,,,,,4748.77001953125,
2000-07-03,,,,,,,,,,,4844.97998046875,
2000-07-04,,,,,,,,,,,4887.06005859375,
2000-07-05,,,,,,,,,,,4940.3798828125,
2000-07-06,,,,,,,,,,,4885.60009765625,
2000-07-07,,,,,,,,,,,4905.93994140625,
2000-07-10,,,,,,,,,,,4867.43017578125,
2000-07-11,,,,,,,,,,,4898.06982421875,
2000-07-12,,,,,,,,,,,4964.27978515625,
2000-07-13,,,,,,,,,,,4880.7998046875,
2000-07-14,,,,,,,,,,,4856.81982421875,
2000-07-17,,,,,,,,,,,4747.31982421875,
2000-07-18,,,,,,,,,,,4734.7998046875,
2000-07-19,,,,,,,,,,,4616.009765625,
2000-07-20,,,,,,,,,,,4575.669921875,
2000-07-21,,,,,,,,,,,4463.66015625,
2000-07-24,,,,,,,,,,,4188.33984375,
2000-07-25,,,,,,,,,,,4336.2001953125,
2000-07-26,,,,,,,,,,,4191.27001953125,
2000-07-27,,,,,,,,,,,4281.1298828125,
2000-07-28,,,,,,,,,,,4276.7001953125,
2000-07-31,,,,,,,,,,,4279.85986328125,
2000-08-01,,,,,,,,,,,4253.68994140625,
2000-08-02,,,,,,,,,,,4260.8798828125,
2000-08-03,,,,,,,,,,,4207.6298828125,
2000-08-04,,,,,,,,,,,4186.16015625,
2000-08-07,,,,,,,,,,,4201.25,
2000-08-08,,,,,,,,,,,4317.22021484375,
2000-08-09,,,,,,,,,,,4317.0400390625,
2000-08-10,,,,,,,,,,,4253.22998046875,
2000-08-11,,,,,,,,,,,4192.0,
2000-08-14,,,,,,,,,,,4232.509765625,
2000-08-16,,,,,,,,,,,4325.669921875,
2000-08-17,,,,,,,,,,,4294.18017578125,
2000-08-18,,,,,,,,,,,4347.0400390625,
2000-08-21,,,,,,,,,,,4409.56982421875,
2000-08-22,,,,,,,,,,,4461.22998046875,
2000-08-23,,,,,,,,,,,4444.7900390625,
2000-08-24,,,,,,,,,,,4459.06982421875,
2000-08-25,,,,,,,,,,,4416.85986328125,
2000-08-28,,,,,,,,,,,4395.81005859375,
2000-08-29,,,,,,,,,,,4401.81982421875,
2000-08-30,,,,,,,,,,,4411.85009765625,
2000-08-31,,,,,,,,,,,4477.31005859375,
2000-09-04,,,,,,,,,,,4602.43017578125,
2000-09-05,,,,,,,,,,,4598.64990234375,
2000-09-06,,,,,,,,,,,4606.35009765625,
2000-09-07,,,,,,,,,,,4628.93017578125,
2000-09-08,,,,,,,,,,,4668.27001953125,
2000-09-11,,,,,,,,,,,4696.60009765625,
2000-09-12,,,,,,,,,,,4763.6298828125,
2000-09-13,,,,,,,,,,,4702.52001953125,
2000-09-14,,,,,,,,,,,4671.919921875,
2000-09-15,,,,,,,,,,,4562.3798828125,
2000-09-18,,,,,,,,,,,4366.41015625,
2000-09-19,,,,,,,,,,,4264.33984375,
2000-09-20,,,,,,,,,,,4325.5498046875,
2000-09-21,,,,,,,,,,,4257.2001953125,
2000-09-22,,,,,,,,,,,4032.3701171875,
2000-09-25,,,,,,,,,,,4173.47998046875,
2000-09-26,,,,,,,,,,,4089.580078125,
2000-09-27,,,,,,,,,,,4164.10009765625,
2000-09-28,,,,,,,,,,,4067.3798828125,
2000-09-29,,,,,,,,,,,4090.3798828125,
2000-10-03,,,,,,,,,,,4135.5498046875,
2000-10-04,,,,,,,,,,,4160.41015625,
2000-10-05,,,,,,,,,,,4116.25,
2000-10-06,,,,,,,,,,,4092.419921875,
2000-10-09,,,,,,,,,,,4056.070068359375,
2000-10-10,,,,,,,,,,,3945.280029296875,
2000-10-11,,,,,,,,,,,3836.510009765625,
2000-10-12,,,,,,,,,,,3847.580078125,
2000-10-13,,,,,,,,,,,3738.929931640625,
2000-10-16,,,,,,,,,,,3728.669921875,
2000-10-17,,,,,,,,,,,3664.7900390625,
2000-10-18,,,,,,,,,,,3593.6298828125,
2000-10-19,,,,,,,,,,,3702.830078125,
2000-10-20,,,,,,,,,,,3692.75,
2000-10-23,,,,,,,,,,,3619.530029296875,
2000-10-24,,,,,,,,,,,3651.989990234375,
2000-10-25,,,,,,,,,,,3743.610107421875,
2000-10-27,,,,,,,,,,,3729.1201171875,
2000-10-30,,,,,,,,,,,3689.429931640625,
2000-10-31,,,,,,,,,,,3711.02001953125,
2000-11-01,,,,,,,,,,,3788.530029296875,
2000-11-02,,,,,,,,,,,3875.7900390625,
2000-11-03,,,,,,,,,,,3935.699951171875,
2000-11-06,,,,,,,,,,,3931.5400390625,
2000-11-07,,,,,,,,,,,3954.830078125,
2000-11-08,,,,,,,,,,,4028.7099609375,
2000-11-09,,,,,,,,,,,4022.5,
2000-11-10,,,,,,,,,,,3941.1298828125,
2000-11-13,,,,,,,,,,,3820.080078125,
2000-11-14,,,,,,,,,,,3943.5400390625,
2000-11-15,,,,,,,,,,,3946.530029296875,
2000-11-16,,,,,,,,,,,3901.89990234375,
2000-11-17,,,,,,,,,,,3905.840087890625,
2000-11-20,,,,,,,,,,,3926.52001953125,
2000-11-21,,,,,,,,,,,3924.699951171875,
2000-11-22,,,,,,,,,,,3862.389892578125,
2000-11-23,,,,,,,,,,,3852.39990234375,
2000-11-24,,,,,,,,,,,3868.340087890625,
2000-11-27,,,,,,,,,,,3969.199951171875,
2000-11-28,,,,,,,,,,,4023.919921875,
2000-11-29,,,,,,,,,,,3996.179931640625,
2000-11-30,,,,,,,,,,,3997.989990234375,
2000-12-01,,,,,,,,,,,4031.9599609375,
2000-12-04,,,,,,,,,,,4036.489990234375,
2000-12-05,,,,,,,,,,,4071.97998046875,
2000-12-06,,,,,,,,,,,4108.43017578125,
2000-12-07,,,,,,,,,,,4124.91015625,
2000-12-08,,,,,,,,,,,4156.080078125,
2000-12-11,,,,,,,,,,,4228.2900390625,
2000-12-12,,,,,,,,,,,4219.47998046875,
2000-12-13,,,,,,,,,,,4284.97998046875,
2000-12-14,,,,,,,,,,,4270.4501953125,
2000-12-15,,,,,,,,,,,4137.16015625,
2000-12-18,,,,,,,,,,,4169.39013671875,
2000-12-19,,,,,,,,,,,4152.93994140625,
2000-12-20,,,,,,,,,,,4086.409912109375,
2000-12-21,,,,,,,,,,,4034.22998046875,
2000-12-22,,,,,,,,,,,3905.89990234375,
2000-12-26,,,,,,,,,,,3826.820068359375,
2000-12-27,,,,,,,,,,,3877.550048828125,
2000-12-28,,,,,,,,,,,3932.780029296875,
2000-12-29,,,,,,,,,,,3972.1201171875,
2001-01-02,,,,,,,,,,,4018.8798828125,
2001-01-03,,,,,,,,,,,4060.02001953125,
2001-01-04,,,,,,,,,,,4115.3701171875,
2001-01-05,,,,,,,,,,,4183.72998046875,
2001-01-08,,,,,,,,,,,4120.43017578125,
2001-01-09,,,,,,,,,,,4125.31005859375,
2001-01-10,,,,,,,,,,,4047.639892578125,
2001-01-11,,,,,,,,,,,4027.1298828125,
2001-01-12,,,,,,,,,,,4036.580078125,
2001-01-15,,,,,,,,,,,4046.760009765625,
2001-01-16,,,,,,,,,,,4070.72998046875,
2001-01-17,,,,,,,,,,,4083.409912109375,
2001-01-18,,,,,,,,,,,4113.2099609375,
2001-01-19,,,,,,,,,,,4194.4599609375,
2001-01-22,,,,,,,,,,,4267.10986328125,
2001-01-23,,,,,,,,,,,4296.68994140625,
2001-01-24,,,,,,,,,,,4326.419921875,
2001-01-25,,,,,,,,,,,4330.22021484375,
2001-01-29,,,,,,,,,,,4234.56982421875,
2001-01-30,,,,,,,,,,,4372.0400390625,
2001-01-31,,,,,,,,,,,4326.72021484375,
2001-02-01,,,,,,,,,,,4286.10986328125,
2001-02-02,,,,,,,,,,,4352.259765625,
2001-02-05,,,,,,,,,,,4370.47021484375,
2001-02-06,,,,,,,,,,,4375.2900390625,
2001-02-07,,,,,,,,,,,4312.93017578125,
2001-02-08,,,,,,,,,,,4381.18994140625,
2001-02-09,,,,,,,,,,,4397.330078125,
2001-02-12,,,,,,,,,,,4406.2998046875,
2001-02-13,,,,,,,,,,,4363.0498046875,
2001-02-14,,,,,,,,,,,4363.10986328125,
2001-02-15,,,,,,,,,,,4437.990234375,
2001-02-16,,,,,,,,,,,4330.31982421875,
2001-02-19,,,,,,,,,,,4350.64990234375,
2001-02-20,,,,,,,,,,,4359.22021484375,
2001-02-21,,,,,,,,,,,4302.22998046875,
2001-02-22,,,,,,,,,,,4262.5498046875,
2001-02-23,,,,,,,,,,,4122.16015625,
2001-02-26,,,,,,,,,,,4112.68994140625,
2001-02-27,,,,,,,,,,,4069.679931640625,
2001-02-28,,,,,,,,,,,4247.0400390625,
2001-03-01,,,,,,,,,,,4271.64990234375,
2001-03-02,,,,,,,,,,,4095.159912109375,
2001-03-05,,,,,,,,,,,3998.1201171875,
2001-03-07,,,,,,,,,,,4046.889892578125,
2001-03-08,,,,,,,,,,,4056.93994140625,
2001-03-09,,,,,,,,,,,3881.9599609375,
2001-03-12,,,,,,,,,,,3767.889892578125,
2001-03-13,,,,,,,,,,,3540.64990234375,
2001-03-14,,,,,,,,,,,3725.030029296875,
2001-03-15,,,,,,,,,,,3819.860107421875,
2001-03-16,,,,,,,,,,,3745.739990234375,
2001-03-19,,,,,,,,,,,3722.489990234375,
2001-03-20,,,,,,,,,,,3672.39990234375,
2001-03-21,,,,,,,,,,,3791.070068359375,
2001-03-22,,,,,,,,,,,3713.969970703125,
2001-03-23,,,,,,,,,,,3635.280029296875,
2001-03-26,,,,,,,,,,,3636.320068359375,
2001-03-27,,,,,,,,,,,3694.820068359375,
2001-03-28,,,,,,,,,,,3788.2099609375,
2001-03-29,,,,,,,,,,,3751.56005859375,
2001-03-30,,,,,,,,,,,3604.3798828125,
2001-04-02,,,,,,,,,,,3566.260009765625,
2001-04-03,,,,,,,,,,,3605.010009765625,
2001-04-04,,,,,,,,,,,3565.64990234375,
2001-04-06,,,,,,,,,,,3576.0,
2001-04-09,,,,,,,,,,,3544.080078125,
2001-04-10,,,,,,,,,,,3458.389892578125,
2001-04-11,,,,,,,,,,,3325.4599609375,
2001-04-12,,,,,,,,,,,3183.77001953125,
2001-04-16,,,,,,,,,,,3251.6201171875,
2001-04-17,,,,,,,,,,,3312.2900390625,
2001-04-18,,,,,,,,,,,3438.75,
2001-04-19,,,,,,,,,,,3574.080078125,
2001-04-20,,,,,,,,,,,3583.0400390625,
2001-04-23,,,,,,,,,,,3587.010009765625,
2001-04-24,,,,,,,,,,,3589.989990234375,
2001-04-25,,,,,,,,,,,3600.830078125,
2001-04-26,,,,,,,,,,,3557.18994140625,
2001-04-27,,,,,,,,,,,3422.760009765625,
2001-04-30,,,,,,,,,,,3519.159912109375,
2001-05-02,,,,,,,,,,,3538.419921875,
2001-05-03,,,,,,,,,,,3494.47998046875,
2001-05-04,,,,,,,,,,,3514.590087890625,
2001-05-07,,,,,,,,,,,3544.81005859375,
2001-05-08,,,,,,,,,,,3580.3701171875,
2001-05-09,,,,,,,,,,,3586.580078125,
2001-05-10,,,,,,,,,,,3568.27001953125,
2001-05-11,,,,,,,,,,,3559.77001953125,
2001-05-14,,,,,,,,,,,3568.929931640625,
2001-05-15,,,,,,,,,,,3576.9599609375,
2001-05-16,,,,,,,,,,,3592.06005859375,
2001-05-17,,,,,,,,,,,3669.760009765625,
2001-05-18,,,,,,,,,,,3655.030029296875,
2001-05-21,,,,,,,,,,,3640.10009765625,
2001-05-22,,,,,,,,,,,3640.60009765625,
2001-05-23,,,,,,,,,,,3674.5400390625,
2001-05-24,,,,,,,,,,,3683.199951171875,
2001-05-25,,,,,,,,,,,3659.81005859375,
2001-05-28,,,,,,,,,,,3720.14990234375,
2001-05-29,,,,,,,,,,,3742.070068359375,
2001-05-30,,,,,,,,,,,3662.0400390625,
2001-05-31,,,,,,,,,,,3631.909912109375,
2001-06-01,,,,,,,,,,,3557.639892578125,
2001-06-04,,,,,,,,,,,3498.3798828125,
2001-06-05,,,,,,,,,,,3460.0400390625,
2001-06-06,,,,,,,,,,,3457.31005859375,
2001-06-07,,,,,,,,,,,3457.239990234375,
2001-06-08,,,,,,,,,,,3495.840087890625,
2001-06-11,,,,,,,,,,,3509.320068359375,
2001-06-12,,,,,,,,,,,3498.389892578125,
2001-06-13,,,,,,,,,,,3501.610107421875,
2001-06-14,,,,,,,,,,,3453.77001953125,
2001-06-15,,,,,,,,,,,3372.93994140625,
2001-06-18,,,,,,,,,,,3353.110107421875,
2001-06-19,,,,,,,,,,,3410.949951171875,
2001-06-20,,,,,,,,,,,3406.050048828125,
2001-06-21,,,,,,,,,,,3405.639892578125,
2001-06-22,,,,,,,,,,,3381.760009765625,
2001-06-25,,,,,,,,,,,3318.669921875,
2001-06-26,,,,,,,,,,,3407.320068359375,
2001-06-27,,,,,,,,,,,3411.639892578125,
2001-06-28,,,,,,,,,,,3404.860107421875,
2001-06-29,,,,,,,,,,,3456.780029296875,
2001-07-02,,,,,,,,,,,3426.030029296875,
2001-07-03,,,,,,,,,,,3312.2900390625,
2001-07-04,,,,,,,,,,,3311.8798828125,
2001-07-05,,,,,,,,,,,3317.6298828125,
2001-07-06,,,,,,,,,,,3305.780029296875,
2001-07-09,,,,,,,,,,,3290.81005859375,
2001-07-10,,,,,,,,,,,3328.27001953125,
2001-07-11,,,,,,,,,,,3376.2099609375,
2001-07-12,,,,,,,,,,,3452.75,
2001-07-13,,,,,,,,,,,3453.989990234375,
2001-07-16,,,,,,,,,,,3434.830078125,
2001-07-17,,,,,,,,,,,3431.929931640625,
2001-07-18,,,,,,,,,,,3383.409912109375,
2001-07-19,,,,,,,,,,,3370.929931640625,
2001-07-20,,,,,,,,,,,3340.75,
2001-07-23,,,,,,,,,,,3330.97998046875,
2001-07-24,,,,,,,,,,,3335.080078125,
2001-07-25,,,,,,,,,,,3301.969970703125,
2001-07-26,,,,,,,,,,,3259.030029296875,
2001-07-27,,,,,,,,,,,3251.530029296875,
2001-07-30,,,,,,,,,,,3285.889892578125,
2001-07-31,,,,,,,,,,,3329.280029296875,
2001-08-01,,,,,,,,,,,3284.169921875,
2001-08-02,,,,,,,,,,,3298.780029296875,
2001-08-03,,,,,,,,,,,3325.3798828125,
2001-08-06,,,,,,,,,,,3329.949951171875,
2001-08-07,,,,,,,,,,,3319.669921875,
2001-08-08,,,,,,,,,,,3302.320068359375,
2001-08-09,,,,,,,,,,,3319.610107421875,
2001-08-10,,,,,,,,,,,3316.2099609375,
2001-08-13,,,,,,,,,,,3287.6201171875,
2001-08-14,,,,,,,,,,,3331.889892578125,
2001-08-16,,,,,,,,,,,3337.909912109375,
2001-08-17,,,,,,,,,,,3296.7099609375,
2001-08-20,,,,,,,,,,,3278.919921875,
2001-08-21,,,,,,,,,,,3297.429931640625,
2001-08-23,,,,,,,,,,,3308.7900390625,
2001-08-24,,,,,,,,,,,3305.510009765625,
2001-08-27,,,,,,,,,,,3318.320068359375,
2001-08-28,,,,,,,,,,,3313.070068359375,
2001-08-29,,,,,,,,,,,3300.6201171875,
2001-08-30,,,,,,,,,,,3286.8701171875,
2001-08-31,,,,,,,,,,,3244.949951171875,
2001-09-03,,,,,,,,,,,3227.1201171875,
2001-09-04,,,,,,,,,,,3231.60009765625,
2001-09-05,,,,,,,,,,,3228.60009765625,
2001-09-06,,,,,,,,,,,3202.550048828125,
2001-09-07,,,,,,,,,,,3198.39990234375,
2001-09-10,,,,,,,,,,,3183.6298828125,
2001-09-11,,,,,,,,,,,3150.39990234375,
2001-09-12,,,,,,,,,,,3032.7099609375,
2001-09-13,,,,,,,,,,,2987.5,
2001-09-14,,,,,,,,,,,2830.1201171875,
2001-09-17,,,,,,,,,,,2680.97998046875,
2001-09-18,,,,,,,,,,,2782.469970703125,
2001-09-19,,,,,,,,,,,2804.159912109375,
2001-09-20,,,,,,,,,,,2761.659912109375,
2001-09-21,,,,,,,,,,,2600.1201171875,
2001-09-24,,,,,,,,,,,2651.780029296875,
2001-09-25,,,,,,,,,,,2617.35009765625,
2001-09-26,,,,,,,,,,,2667.340087890625,
2001-09-27,,,,,,,,,,,2715.5,
2001-09-28,,,,,,,,,,,2811.60009765625,
2001-10-01,,,,,,,,,,,2795.300048828125,
2001-10-03,,,,,,,,,,,2754.949951171875,
2001-10-04,,,,,,,,,,,2788.969970703125,
2001-10-05,,,,,,,,,,,2812.89990234375,
2001-10-08,,,,,,,,,,,2765.3701171875,
2001-10-09,,,,,,,,,,,2794.419921875,
2001-10-10,,,,,,,,,,,2896.60009765625,
2001-10-11,,,,,,,,,,,2943.68994140625,
2001-10-12,,,,,,,,,,,2959.389892578125,
2001-10-15,,,,,,,,,,,2976.300048828125,
2001-10-16,,,,,,,,,,,2992.4599609375,
2001-10-17,,,,,,,,,,,3043.85009765625,
2001-10-18,,,,,,,,,,,2981.330078125,
2001-10-19,,,,,,,,,,,3016.840087890625,
2001-10-22,,,,,,,,,,,3001.860107421875,
2001-10-23,,,,,,,,,,,3061.909912109375,
2001-10-24,,,,,,,,,,,3040.159912109375,
2001-10-25,,,,,,,,,,,3022.159912109375,
2001-10-29,,,,,,,,,,,3009.330078125,
2001-10-30,,,,,,,,,,,2957.449951171875,
2001-10-31,,,,,,,,,,,2989.35009765625,
2001-11-01,,,,,,,,,,,3049.800048828125,
2001-11-02,,,,,,,,,,,3052.60009765625,
2001-11-05,,,,,,,,,,,3037.010009765625,
2001-11-06,,,,,,,,,,,3068.889892578125,
2001-11-07,,,,,,,,,,,3013.93994140625,
2001-11-08,,,,,,,,,,,3059.969970703125,
2001-11-09,,,,,,,,,,,3079.669921875,
2001-11-12,,,,,,,,,,,3094.139892578125,
2001-11-13,,,,,,,,,,,3077.18994140625,
2001-11-14,,,,,,,,,,,3113.0400390625,
2001-11-15,,,,,,,,,,,3180.22998046875,
2001-11-19,,,,,,,,,,,3280.47998046875,
2001-11-20,,,,,,,,,,,3231.659912109375,
2001-11-21,,,,,,,,,,,3244.090087890625,
2001-11-22,,,,,,,,,,,3258.1298828125,
2001-11-23,,,,,,,,,,,3252.199951171875,
2001-11-26,,,,,,,,,,,3322.77001953125,
2001-11-27,,,,,,,,,,,3287.570068359375,
2001-11-28,,,,,,,,,,,3294.1201171875,
2001-11-29,,,,,,,,,,,3287.56005859375,
2001-12-03,,,,,,,,,,,3275.469970703125,
2001-12-04,,,,,,,,,,,3320.280029296875,
2001-12-05,,,,,,,,,,,3409.639892578125,
2001-12-06,,,,,,,,,,,3431.570068359375,
2001-12-07,,,,,,,,,,,3436.3701171875,
2001-12-10,,,,,,,,,,,3442.889892578125,
2001-12-11,,,,,,,,,,,3419.1298828125,
2001-12-12,,,,,,,,,,,3412.14990234375,
2001-12-13,,,,,,,,,,,3388.590087890625,
2001-12-14,,,,,,,,,,,3353.60009765625,
2001-12-18,,,,,,,,,,,3335.8798828125,
2001-12-19,,,,,,,,,,,3262.669921875,
2001-12-20,,,,,,,,,,,3271.639892578125,
2001-12-21,,,,,,,,,,,3235.489990234375,
2001-12-24,,,,,,,,,,,3232.969970703125,
2001-12-26,,,,,,,,,,,3175.860107421875,
2001-12-27,,,,,,,,,,,3131.780029296875,
2001-12-28,,,,,,,,,,,3184.43994140625,
2001-12-31,,,,,,,,,,,3262.330078125,
2002-01-02,,,,,,,,,,,3269.159912109375,
2002-01-03,,,,,,,,,,,3308.02001953125,
2002-01-04,,,,,,,,,,,3375.739990234375,
2002-01-07,,,,,,,,,,,3401.800048828125,
2002-01-08,,,,,,,,,,,3437.780029296875,
2002-01-09,,,,,,,,,,,3400.889892578125,
2002-01-10,,,,,,,,,,,3381.9599609375,
2002-01-11,,,,,,,,,,,3362.8798828125,
2002-01-14,,,,,,,,,,,3407.840087890625,
2002-01-15,,,,,,,,,,,3352.52001953125,
2002-01-16,,,,,,,,,,,3348.800048828125,
2002-01-17,,,,,,,,,,,3401.14990234375,
2002-01-18,,,,,,,,,,,3377.050048828125,
2002-01-21,,,,,,,,,,,3382.2900390625,
2002-01-22,,,,,,,,,,,3368.280029296875,
2002-01-23,,,,,,,,,,,3373.070068359375,
2002-01-24,,,,,,,,,,,3357.7900390625,
2002-01-25,,,,,,,,,,,3332.300048828125,
2002-01-28,,,,,,,,,,,3317.639892578125,
2002-01-29,,,,,,,,,,,3313.280029296875,
2002-01-30,,,,,,,,,,,3298.7900390625,
2002-01-31,,,,,,,,,,,3311.030029296875,
2002-02-01,,,,,,,,,,,3333.919921875,
2002-02-04,,,,,,,,,,,3317.010009765625,
2002-02-05,,,,,,,,,,,3311.72998046875,
2002-02-06,,,,,,,,,,,3427.389892578125,
2002-02-07,,,,,,,,,,,3436.93994140625,
2002-02-08,,,,,,,,,,,3493.919921875,
2002-02-11,,,,,,,,,,,3515.449951171875,
2002-02-12,,,,,,,,,,,3497.679931640625,
2002-02-13,,,,,,,,,,,3519.8701171875,
2002-02-14,,,,,,,,,,,3557.06005859375,
2002-02-15,,,,,,,,,,,3602.02001953125,
2002-02-18,,,,,,,,,,,3633.929931640625,
