,nifty50_NIFTY50,nse_sectoral_NIFTYBANK,nse_sectoral_NIFTYIT,nse_sectoral_NIFTYPHARMA,nse_sectoral_NIFTYFMCG,nse_sectoral_NIFTYAUTO,nse_sectoral_NIFTYREALTY,nse_sectoral_NIFTYFINNIFTY,nse_sectoral_NIFTYMETAL,nse_sectoral_NIFTYENERGY,nse_sectoral_NIFTYINFRA,nse_sectoral_NIFTYMIDCAP100,bse_SENSEX,commodities_GOLD_INR_ETF,commodities_SILVER_INR_ETF,commodities_GOLD_USD_FUT,commodities_SILVER_USD_FUT,commodities_CRUDE_WTI,commodities_CRUDE_BRENT,commodities_USDINR,etfs_ETF_NIFTY50,etfs_ETF_NIFTYBANK,etfs_ETF_NIFTYIT,etfs_ETF_GOLD,etfs_ETF_SILVER,etfs_ETF_LIQUID,etfs_ETF_GILT,etfs_ETF_MOTILAL_NIFTY50,cpi_CPI_FRED_CPI_Index,cpi_CPI_FRED_CPI_MoM,cpi_CPI_FRED_CPI_YoY,cpi_Bond_Yield_India_10Y_Yield,repo_rate_repo_rate
nse_sectoral_NIFTYMIDCAP100,0.9001755507296798,0.8550993208141782,0.47039083828766437,0.4567393347237106,0.5519651663725249,0.7976720543996293,0.8412309246720491,0.8240127470031658,0.7297920016553149,0.7364004105632824,0.880816365561383,1.0,0.8885053069822239,-0.12939040264124296,-0.02944335916390033,0.11533697316360413,0.22285502013020372,0.19837918490186274,0.2179333326322722,-0.5147053353063543,0.8929848032988682,0.8553233289211907,0.44700486130889105,-0.12939040264124296,-0.02944335916390033,-0.04176237074370869,0.33005132944685595,0.19445056968217558,0.06390595290377925,-0.01628662819225016,0.04092327223099671,-0.0956941960175336,-0.05519446373100243
bse_SENSEX,0.9932778770341643,0.8900836585575822,0.603189629462706,0.4112681223476432,0.6539240596853182,0.7898327882607602,0.7594093585293874,0.9088128412716395,0.6700732532926755,0.7757977364590288,0.8552231152813448,0.8885053069822239,1.0,-0.11704531498887476,-0.03477412624422372,0.15192220578691337,0.2435373687488733,0.21434337051690658,0.2460923446731665,-0.531200105005748,0.9909244019737466,0.8948898769039327,0.5521820073309582,-0.11704531498887476,-0.03477412624422372,-0.03388236082929799,0.44977345839476307,0.22341798021755468,0.027085364015911214,-0.049219261814433604,-0.028351581321374747,-0.09164097298961457,-0.038745550683633515
commodities_GOLD_INR_ETF,-0.11595368007001393,-0.15148375525908167,-0.03984883612960339,0.06011221007981521,-0.1792408627126538,-0.09077767600483698,-0.18168763681241398,-0.12685816542221814,0.008121711440945544,-0.13576698251298697,-0.15859069030936407,-0.12939040264124296,-0.11704531498887476,1.0,0.7656280054018566,0.800916820356753,0.5601056566497618,-0.05349321501007091,-0.002939805803431688,0.1666085094319846,-0.12077258952369622,-0.14638130130423216,-0.06545065498258379,1.0,0.7656280054018566,-0.09752225289872404,0.06899595876218205,0.04624478838632948,-0.020510389003017382,-0.11958111013337666,0.038345228122990294,0.0799308685140302,-0.011255295049775842
commodities_SILVER_INR_ETF,-0.001195514222170962,0.0578464103324394,0.05495318681313196,-0.1655202903492065,-0.15010407598761596,-0.0501244539163207,-0.10544301901041365,0.03420493868550282,0.4143723273508878,0.034968582178107936,-0.04174438301039333,-0.02944335916390033,-0.03477412624422372,0.7656280054018566,1.0,0.5381432878188127,0.7792498910252444,-0.03465029329682944,-0.07901490337086489,0.07336941511192667,-0.002322734174542286,0.05790828731928595,0.06527941367162042,0.7656280054018568,1.0,-0.14377552162920867,-0.11719972662274965,0.07575181560875202,-0.03371985773015711,-0.10842775300540186,0.10850612827115912,0.11158490138876023,0.017945146473230065
commodities_GOLD_USD_FUT,0.15799235193370015,0.09171455529455834,-0.006750541042038532,0.09960878391550083,0.018311093839921633,0.09620996497804248,0.06110552706589592,0.06482121593475988,0.15628931648952032,0.040310555859015024,0.09638077146619903,0.11533697316360413,0.15192220578691337,0.800916820356753,0.5381432878188127,1.0,0.7559748877553752,0.08438542154136874,0.07537874367313921,-0.2248202888366194,0.13458433478642864,0.0849209313026723,0.014612308252637322,0.800916820356753,0.5381432878188127,-0.07105136822880097,0.1970504551418233,-0.021072996161122962,-0.1255992458458718,-0.19277880799060781,-0.01103229925839736,-0.028064842351459146,-0.02702953439534444
commodities_SILVER_USD_FUT,0.2648592552484312,0.20516205649311098,0.12055411342101817,0.1283000917347323,0.026101090547407516,0.22111577545327177,0.13256573045620193,0.1553577349166478,0.35308810078556635,0.1341703257391917,0.16434555620103325,0.22285502013020372,0.2435373687488733,0.5601056566497618,0.7792498910252444,0.7559748877553752,1.0,0.25220190661730274,0.2513583441972977,-0.26427770347299856,0.26293358016037677,0.2108715347925319,0.04159075410517912,0.5601056566497618,0.7792498910252444,-0.10728716220504773,0.02524313147416331,0.118950582596702,-0.07418129658801963,-0.13220213791794413,0.003009239471774027,-0.05059809818690071,-0.01274188362759973
commodities_CRUDE_WTI,0.2195959185889062,0.13095174903192872,0.2188104901812851,0.07553900468167137,-0.05464704643099869,0.15349728595718673,0.08738867788546131,0.018091740767502005,0.24793664140123303,0.1904924626012817,0.11470627618128118,0.19837918490186274,0.21434337051690658,-0.05349321501007091,-0.03465029329682944,0.08438542154136874,0.25220190661730274,1.0,0.9213847699282366,-0.09193779451494405,0.1726549525894434,0.1365219822118318,-0.051287293871044554,-0.05349321501007093,-0.03465029329682946,-0.11757864990893734,-0.5162284540162583,0.2037673297232185,0.003987651558925914,-0.05554946340972678,-0.011291120943616085,-0.09652156309343111,0.023596288114365146
commodities_CRUDE_BRENT,0.24245868223170675,0.16730532887873453,0.23372444278598942,0.055426997803488885,-0.08059728284724135,0.16602472419671505,0.09235042807879441,0.08375907164108985,0.29178765912926036,0.20919582963285274,0.12872464106589626,0.2179333326322722,0.2460923446731665,-0.002939805803431688,-0.07901490337086489,0.07537874367313921,0.2513583441972977,0.9213847699282366,1.0,-0.11756412072648699,0.19571966354113193,0.18165719938043914,-0.05616118630065428,-0.0029398058034316916,-0.07901490337086486,-0.14182539119766446,-0.5263350355422511,0.18622484549383692,0.031279419852387705,-0.028212292639290378,0.041519963332394626,0.04292630911030552,0.05241927797098427
commodities_USDINR,-0.5584392273495029,-0.5646861297542191,-0.18198272830329107,-0.04180494274998619,-0.3464743097579551,-0.43229841827306686,-0.5173906255482285,-0.5456674708267653,-0.35532109211134805,-0.4137255726736056,-0.5573427251445293,-0.5147053353063543,-0.531200105005748,0.1666085094319846,0.07336941511192667,-0.2248202888366194,-0.26427770347299856,-0.09193779451494405,-0.11756412072648699,1.0,-0.5707749898740246,-0.5785274998395796,-0.22713822808821862,0.16660850943198457,0.07336941511192664,0.044042712267656575,-0.3966643891334591,0.10752763691789347,0.06335823014935384,0.03347244466477457,-0.026376786719752066,0.13878706848505826,-0.01859591345820319
etfs_ETF_NIFTY50,0.9945084345032519,0.8972961852010263,0.54739614444337,0.4134309634146464,0.6495388797497661,0.8040808633669162,0.7739346674815527,0.9086863391773115,0.6979117631340518,0.7885845778732338,0.8719581855303322,0.8929848032988682,0.9909244019737466,-0.12077258952369622,-0.002322734174542286,0.13458433478642864,0.26293358016037677,0.1726549525894434,0.19571966354113193,-0.5707749898740246,1.0,0.900649685450753,0.5471125833025101,-0.12077258952369622,-0.002322734174542286,-0.03541533881479474,0.44264661948341016,0.20954022364199312,0.16482802472354655,-0.010940993870176333,0.10410538330416709,-0.10699820535598638,-0.027896820108401634
etfs_ETF_NIFTYBANK,0.8982748895285179,0.992865084511645,0.2968942911405246,0.18537373322144177,0.4928198144393822,0.7106249253000281,0.7699161371594423,0.9729491491696968,0.6691918506684202,0.6923515408345334,0.8285777454824639,0.8553233289211907,0.8948898769039327,-0.14638130130423216,0.05790828731928595,0.0849209313026723,0.2108715347925319,0.1365219822118318,0.18165719938043914,-0.5785274998395796,0.900649685450753,1.0,0.1259944074651624,-0.14638130130423216,0.05790828731928591,-0.056460503272721285,0.4414262833406748,0.08201898609951226,0.11617777268050566,0.027527429847295868,0.08232197857441961,-0.1004670283395087,0.0016709723778332965
etfs_ETF_NIFTYIT,0.5407766906941973,0.13004823843676405,0.9990338046394036,0.4447546032109435,0.38080022561673266,0.20778756178486635,0.29716213872442365,0.21238275939654983,0.19650663186787515,0.19082743603087077,0.34230398237148596,0.44700486130889105,0.5521820073309582,-0.06545065498258379,0.06527941367162042,0.014612308252637322,0.04159075410517912,-0.051287293871044554,-0.05616118630065428,-0.22713822808821862,0.5471125833025101,0.1259944074651624,1.0,-0.06545065498258379,0.06527941367162042,0.012976999569586908,0.1611677986506991,0.3358326169396384,0.122620989997784,-0.016813004823755365,-0.10869569532370538,-0.22825374596667494,0.01699598054716323
etfs_ETF_GOLD,-0.11595368007001393,-0.15148375525908167,-0.03984883612960339,0.06011221007981521,-0.1792408627126538,-0.09077767600483698,-0.18168763681241398,-0.12685816542221814,0.008121711440945544,-0.13576698251298697,-0.15859069030936407,-0.12939040264124296,-0.11704531498887476,1.0,0.7656280054018568,0.800916820356753,0.5601056566497618,-0.05349321501007093,-0.0029398058034316916,0.16660850943198457,-0.12077258952369622,-0.14638130130423216,-0.06545065498258379,1.0,0.7656280054018566,-0.09752225289872404,0.06899595876218205,0.04624478838632948,-0.020510389003017382,-0.11958111013337666,0.038345228122990294,0.0799308685140302,-0.011255295049775842
etfs_ETF_SILVER,-0.001195514222170962,0.0578464103324394,0.05495318681313196,-0.1655202903492065,-0.15010407598761596,-0.0501244539163207,-0.10544301901041365,0.03420493868550282,0.4143723273508878,0.034968582178107936,-0.04174438301039333,-0.02944335916390033,-0.03477412624422372,0.7656280054018566,1.0,0.5381432878188127,0.7792498910252444,-0.03465029329682946,-0.07901490337086486,0.07336941511192664,-0.002322734174542286,0.05790828731928591,0.06527941367162042,0.7656280054018566,1.0,-0.14377552162920867,-0.11719972662274965,0.07575181560875202,-0.03371985773015711,-0.10842775300540186,0.10850612827115912,0.11158490138876023,0.017945146473230065
etfs_ETF_LIQUID,-0.035391512627583534,-0.05082555152410708,-0.018664015648052566,-0.020382822897065285,-0.053895303629865866,0.008783253203661474,0.03963715585751677,-0.004977983029193943,-0.029266984644020326,0.014251775552840908,0.0594171954581482,-0.04176237074370869,-0.03388236082929799,-0.09752225289872404,-0.14377552162920867,-0.07105136822880097,-0.10728716220504773,-0.11757864990893734,-0.14182539119766446,0.044042712267656575,-0.03541533881479474,-0.056460503272721285,0.012976999569586908,-0.09752225289872404,-0.14377552162920867,1.0,0.13652002830561932,0.0052902653511037664,-0.12253711890179837,-0.08733589677055005,-0.02091401478588399,-0.05957229274424421,-0.04990252142458361
etfs_ETF_GILT,0.439713098870078,0.44613614560652504,0.15991325346003615,0.2402872390579129,0.33842982046392744,0.2214637935438695,0.3069512678556166,0.4864536834239737,0.24123315399309186,0.17810588307377703,0.3246757421666117,0.33005132944685595,0.44977345839476307,0.06899595876218205,-0.11719972662274965,0.1970504551418233,0.02524313147416331,-0.5162284540162583,-0.5263350355422511,-0.3966643891334591,0.44264661948341016,0.4414262833406748,0.1611677986506991,0.06899595876218205,-0.11719972662274965,0.13652002830561932,1.0,0.146352394969934,-0.21974799797898595,-0.14332252766835665,-0.20162058005506459,-0.5323099640593671,-0.019703875962408583
etfs_ETF_MOTILAL_NIFTY50,0.21219747800266586,0.09192731961876566,0.38792204312262035,0.2878828174959766,0.17984687715914463,0.14373713294113374,0.12604652388765905,0.10477249521388518,0.27544322950062194,0.15139451355382175,0.07437508894093398,0.19445056968217558,0.22341798021755468,0.04624478838632948,0.07575181560875202,-0.021072996161122962,0.118950582596702,0.2037673297232185,0.18622484549383692,0.10752763691789347,0.20954022364199312,0.08201898609951226,0.3358326169396384,0.04624478838632948,0.07575181560875202,0.0052902653511037664,0.146352394969934,1.0,0.12748404926217594,-0.09951442733919014,0.026962944749702556,0.05221710750870179,-0.041529951075146655
cpi_CPI_FRED_CPI_Index,0.11034011782582526,0.07676150240410752,0.16731059407522036,0.19912802937017882,0.16453851061746505,0.14869606355381382,0.07927936977977665,0.19027704344626864,0.025845121801420727,0.17393839509512266,0.08715713368066128,0.06390595290377925,0.027085364015911214,-0.020510389003017382,-0.03371985773015711,-0.1255992458458718,-0.07418129658801963,0.003987651558925914,0.031279419852387705,0.06335823014935384,0.16482802472354655,0.11617777268050566,0.122620989997784,-0.020510389003017382,-0.03371985773015711,-0.12253711890179837,-0.21974799797898595,0.12748404926217594,1.0,0.420981253628775,0.44269070741729144,0.019798263524797053,0.10665949849618367
cpi_CPI_FRED_CPI_MoM,-0.029631161542885788,0.013137362145090661,-0.05459413376921549,-0.011984195267326539,0.02116689848796582,0.09511635264702954,-0.011876929655362448,0.037630853969181755,-0.09935262142471396,-0.017574544684106297,-0.013397294356154573,-0.01628662819225016,-0.049219261814433604,-0.11958111013337666,-0.10842775300540186,-0.19277880799060781,-0.13220213791794413,-0.05554946340972678,-0.028212292639290378,0.03347244466477457,-0.010940993870176333,0.027527429847295868,-0.016813004823755365,-0.11958111013337666,-0.10842775300540186,-0.08733589677055005,-0.14332252766835665,-0.09951442733919014,0.420981253628775,1.0,0.09150757638791561,-0.06909181105763415,-0.00689370242877151
cpi_CPI_FRED_CPI_YoY,0.037261832464376386,0.02640783661298172,0.022638644749539208,0.021888606697233113,-0.007245848421150471,0.058427682311134786,0.0989867665816242,0.10472509363746163,0.10381352842417751,0.1788604899867245,0.06084049213787867,0.04092327223099671,-0.028351581321374747,0.038345228122990294,0.10850612827115912,-0.01103229925839736,0.003009239471774027,-0.011291120943616085,0.041519963332394626,-0.026376786719752066,0.10410538330416709,0.08232197857441961,-0.10869569532370538,0.038345228122990294,0.10850612827115912,-0.02091401478588399,-0.20162058005506459,0.026962944749702556,0.44269070741729144,0.09150757638791561,1.0,0.1365173963162395,0.0720434305445806
cpi_Bond_Yield_India_10Y_Yield,-0.09793917483847778,-0.09269692863572986,-0.03217205490526188,-0.0997854752139183,-0.08442628871475327,-0.019772731260510674,-0.12986068702234357,-0.10995210644806132,0.009014877259274934,-0.027369939592320484,-0.12180867878536131,-0.0956941960175336,-0.09164097298961457,0.0799308685140302,0.11158490138876023,-0.028064842351459146,-0.05059809818690071,-0.09652156309343111,0.04292630911030552,0.13878706848505826,-0.10699820535598638,-0.1004670283395087,-0.22825374596667494,0.0799308685140302,0.11158490138876023,-0.05957229274424421,-0.5323099640593671,0.05221710750870179,0.019798263524797053,-0.06909181105763415,0.1365173963162395,1.0,0.02856585354117429
repo_rate_repo_rate,-0.04794488385063523,-0.035947014480947,-0.026498621440716186,0.11650009916760827,-0.011454724840334917,0.029529810652271542,0.0031014322708984906,0.04039543469168548,-0.0016530788210176325,0.06592002832018426,0.014383795917159648,-0.05519446373100243,-0.038745550683633515,-0.011255295049775842,0.017945146473230065,-0.02702953439534444,-0.01274188362759973,0.023596288114365146,0.05241927797098427,-0.01859591345820319,-0.027896820108401634,0.0016709723778332965,0.01699598054716323,-0.011255295049775842,0.017945146473230065,-0.04990252142458361,-0.019703875962408583,-0.041529951075146655,0.10665949849618367,-0.00689370242877151,0.0720434305445806,0.02856585354117429,1.0
