date,TRI_NIFTY_50_TotalReturnsIndex,TRI_NIFTY_BANK_TotalReturnsIndex,TRI_NIFTY_IT_TotalReturnsIndex,TRI_NIFTY_PHARMA_TotalReturnsIndex,TRI_NIFTY_FMCG_TotalReturnsIndex,TRI_NIFTY_AUTO_TotalReturnsIndex,TRI_NIFTY_MIDCAP_100_TotalReturnsIndex,TRI_NIFTY_SMALLCAP_100_TotalReturnsIndex,TRI_NIFTY_REALTY_TotalReturnsIndex,TRI_NIFTY_METAL_TotalReturnsIndex,TRI_NIFTY_ENERGY_TotalReturnsIndex,TRI_NIFTY_FIN_SERVICE_TotalReturnsIndex,TRI_NIFTY_INFRA_TotalReturnsIndex
2015-09-23,10429.44,22625.5,13551.71,14809.58,26858.14,9208.0,15761.28,6008.77,179.63,2115.9,10855.3,8185.48,3216.71
2015-09-24,10459.44,22548.61,13853.16,14920.0,27172.52,9226.73,15792.58,6037.68,180.46,2080.86,10740.07,8181.99,3174.27
2015-09-28,10362.68,22422.29,13722.13,14940.66,27084.57,9063.02,15751.2,6046.12,182.61,2028.76,10715.04,8130.01,3147.19
2015-09-29,10425.93,22659.45,13748.68,14773.01,27157.14,9139.44,15768.28,6049.14,186.23,1982.9,10725.63,8269.77,3151.64
2015-09-30,10566.29,22574.39,13943.55,15027.34,27830.23,9272.61,16069.58,6119.94,190.37,2047.55,10954.83,8263.51,3230.18
2015-10-01,10568.94,22487.68,13753.22,15285.71,27888.38,9239.04,16087.18,6131.75,187.16,2038.89,10965.82,8202.64,3248.09
2015-10-05,10792.79,23174.58,13908.81,15295.18,28092.37,9428.97,16425.5,6248.21,189.02,2103.15,11217.27,8509.91,3347.94
2015-10-06,10837.5,23084.51,13778.75,15442.61,28816.47,9497.28,16503.48,6306.28,190.66,2137.59,11360.18,8489.26,3358.21
2015-10-07,10870.04,23099.48,13539.5,15508.51,28913.49,9636.4,16524.67,6346.91,195.25,2207.08,11527.72,8513.4,3360.35
2015-10-08,10806.18,22912.63,13523.56,15369.47,28522.12,9585.83,16418.18,6338.17,193.51,2218.98,11363.82,8450.3,3346.88
2015-10-09,10886.38,23064.71,13683.33,15444.91,28617.3,9621.02,16404.97,6335.95,193.59,2266.36,11378.39,8522.11,3361.28
2015-10-12,10825.14,23055.39,13478.31,15251.77,28378.06,9634.69,16390.01,6336.13,192.64,2310.55,11423.81,8492.77,3383.18
2015-10-13,10809.32,23018.31,13353.09,15256.13,28415.57,9653.32,16392.47,6372.63,194.71,2297.54,11385.56,8500.17,3376.81
2015-10-14,10777.67,23003.1,13168.03,15308.72,28370.76,9572.44,16368.34,6384.04,194.89,2301.4,11414.85,8512.26,3365.21
2015-10-15,10872.82,23190.38,13139.58,15318.01,28543.52,9790.97,16418.36,6424.15,196.87,2329.73,11520.86,8558.75,3405.41
2015-10-16,10956.47,23487.71,13164.37,15358.65,28497.18,9878.53,16499.81,6437.25,194.09,2321.33,11631.01,8661.28,3440.96
2015-10-19,11006.79,23411.92,13273.92,15603.02,28787.43,9853.31,16633.6,6504.57,199.36,2302.58,11884.22,8649.12,3439.43
2015-10-20,10989.0,23379.4,13387.05,15518.46,28678.61,9876.98,16691.56,6539.8,198.26,2253.07,11828.17,8645.17,3433.85
2015-10-21,10976.65,23222.46,13410.53,15356.39,28661.61,9900.61,16665.11,6505.74,195.06,2281.81,11793.2,8623.33,3430.21
2015-10-23,11036.44,23515.52,13431.08,15436.39,29072.62,9832.69,16622.03,6481.83,194.49,2280.86,11869.22,8741.04,3377.19
2015-10-26,10990.02,23359.49,13459.36,15408.64,29058.72,9837.41,16541.9,6403.25,193.02,2275.63,11766.65,8669.22,3374.18
2015-10-27,10953.26,23347.97,13468.61,15395.04,29097.86,9885.33,16555.08,6420.09,193.25,2261.76,11688.96,8621.37,3354.97
2015-10-28,10871.42,22780.06,13538.07,15309.08,29127.94,9806.19,16485.56,6388.14,190.48,2265.36,11627.09,8462.17,3331.36
2015-10-29,10792.35,22568.96,13427.47,15195.97,28813.18,9793.96,16417.53,6346.83,189.66,2256.27,11562.15,8397.63,3294.43
2015-10-30,10732.25,22755.58,13356.22,15333.52,28082.44,9669.73,16387.87,6270.99,187.08,2238.71,11612.15,8443.55,3240.15
2015-11-02,10712.32,22737.35,13425.26,15170.0,28216.68,9675.92,16349.36,6259.26,188.67,2191.68,11689.99,8377.98,3226.11
2015-11-03,10725.48,22717.7,13509.11,15198.97,28222.29,9682.85,16420.28,6272.15,188.5,2191.05,11801.22,8382.58,3221.74
2015-11-04,10698.19,22580.57,13431.46,15046.85,28299.45,9841.57,16428.6,6262.5,188.17,2192.39,11724.99,8342.6,3211.99
2015-11-05,10585.41,22284.31,13272.0,14707.56,28233.4,9793.52,16190.07,6151.63,183.03,2151.08,11623.35,8237.01,3176.22
2015-11-06,10583.88,22404.2,13354.53,14235.08,28274.29,9734.12,16090.2,6108.99,183.32,2132.37,11711.17,8240.02,3173.99
2015-11-09,10531.91,22294.66,13269.32,13958.4,28619.1,9855.71,16187.93,6172.77,179.39,2136.58,11720.93,8169.98,3133.69
2015-11-10,10358.65,22075.73,13039.17,13526.8,28227.66,9869.45,15912.38,6090.55,174.64,2084.28,11323.86,8086.31,3075.78
2015-11-11,10414.07,22233.04,13080.39,13683.49,28223.12,9924.75,16085.95,6185.33,178.51,2106.25,11407.3,8143.63,3104.48
2015-11-13,10330.6,22202.73,12909.18,13552.68,27781.38,9774.58,15955.32,6148.18,176.98,2112.27,11391.34,8139.19,3072.83
2015-11-16,10389.64,22533.19,12794.52,13634.7,27907.51,9788.97,15952.99,6215.79,176.96,2132.81,11407.15,8208.49,3104.39
2015-11-17,10430.78,22474.92,12830.92,13739.73,28581.35,9862.78,16046.72,6273.02,177.04,2156.4,11402.59,8228.37,3101.81
2015-11-18,10290.03,22044.34,12600.24,13642.63,28501.34,9777.77,15944.84,6208.77,174.35,2109.84,11315.85,8078.23,3089.17
2015-11-19,10437.71,22385.01,12828.59,13593.44,28823.61,9914.12,16102.98,6284.56,174.48,2135.6,11531.68,8224.7,3123.1
2015-11-20,10456.11,22363.64,12928.57,13605.55,28554.34,9967.12,16209.65,6300.84,174.14,2139.63,11669.57,8206.16,3138.53
2015-11-23,10446.4,22369.76,12931.29,13642.54,28158.76,10034.01,16242.15,6315.32,175.63,2105.17,11703.16,8183.11,3143.96
2015-11-24,10422.86,22275.84,12857.02,13550.21,28183.2,9959.37,16257.6,6338.91,177.53,2103.88,11784.97,8205.21,3121.48
2015-11-26,10492.35,22338.66,12840.3,13451.75,28457.53,10092.85,16322.39,6372.12,181.22,2126.07,11954.46,8228.54,3143.19
2015-11-27,10570.76,22777.12,12933.27,13468.34,28535.23,10091.71,16380.99,6420.58,181.91,2152.34,11898.01,8355.12,3165.52
2015-11-30,10560.84,22855.12,13029.91,13381.45,28315.24,10137.36,16406.34,6489.15,184.14,2151.68,11836.69,8335.78,3169.48
2015-12-01,10586.99,22813.36,13088.37,13516.28,28708.84,10062.25,16541.04,6532.9,184.81,2219.94,11902.23,8350.85,3149.75
2015-12-02,10555.62,22577.28,12964.31,13649.79,28855.67,10059.16,16543.75,6520.48,185.08,2238.85,11964.79,8275.27,3139.03
2015-12-03,10466.19,22435.14,12885.57,13491.36,28410.24,9961.45,16454.23,6516.6,185.67,2205.89,11887.7,8213.59,3121.31
2015-12-04,10356.71,22156.11,12754.36,13558.58,28049.0,9849.15,16334.77,6404.39,182.91,2202.68,11734.68,8089.26,3084.85
2015-12-07,10334.77,22221.23,12788.78,13695.45,27275.9,9826.19,16325.05,6426.24,184.05,2194.09,11652.35,8122.73,3087.41
2015-12-08,10250.03,22030.01,12769.28,13518.21,27254.15,9812.9,16126.4,6295.21,176.51,2123.76,11474.9,8049.2,3041.85
2015-12-09,10131.26,21845.93,12709.05,13240.74,27156.15,9642.61,15841.8,6149.9,174.35,2056.2,11271.92,7977.08,2997.55
2015-12-10,10225.54,21911.9,12854.87,13236.22,27403.91,9663.05,15980.46,6238.64,177.3,2094.88,11554.33,8037.89,3025.48
2015-12-11,10128.57,21428.63,12840.41,13254.07,27403.71,9493.62,15860.09,6172.26,172.28,2107.06,11492.15,7904.64,2976.31
2015-12-14,10181.25,21439.29,12906.26,13375.77,27507.8,9518.49,15934.46,6226.06,171.92,2157.02,11483.92,7932.18,2985.67
2015-12-15,10248.91,21502.25,12858.08,13453.51,27847.02,9659.87,16024.85,6273.63,173.4,2151.7,11635.03,7975.22,2993.49
2015-12-16,10315.45,21739.25,12958.82,13550.0,27636.26,9604.01,16091.25,6291.39,175.4,2154.23,11795.21,8058.68,3029.94
2015-12-17,10439.83,21951.79,13110.31,13706.2,27845.61,9739.56,16371.84,6408.76,177.79,2225.74,12000.27,8156.38,3065.69
2015-12-18,10330.16,21758.81,12932.81,13580.41,27668.0,9656.15,16318.66,6421.42,178.24,2197.42,11887.05,8080.09,3061.61
2015-12-21,10426.69,22061.47,13051.72,13456.0,28116.85,9746.58,16444.69,6473.9,180.41,2231.72,11981.73,8179.81,3086.11
2015-12-22,10362.35,21961.88,12901.35,13501.35,27794.67,9680.55,16380.89,6459.35,180.11,2208.42,11955.57,8153.21,3078.49
2015-12-23,10468.61,22136.69,13017.86,13745.82,27905.17,9694.11,16456.49,6494.0,182.3,2256.96,12146.47,8217.95,3115.91
2015-12-24,10462.08,22042.93,13005.35,13734.09,28009.23,9724.73,16524.4,6555.48,181.6,2275.65,12141.37,8173.46,3140.34
2015-12-28,10547.37,22263.41,13106.39,13982.34,28141.85,9834.46,16534.2,6576.57,182.57,2251.02,12281.8,8227.22,3148.06
2015-12-29,10552.46,22279.54,13085.04,13997.89,28003.63,9882.76,16569.15,6560.88,180.2,2246.02,12304.39,8248.16,3149.88
2015-12-30,10508.91,22183.1,12927.1,13957.05,28024.27,9848.58,16559.37,6549.31,180.17,2253.25,12230.91,8218.05,3148.61
2015-12-31,10575.63,22188.74,13037.5,13929.37,28197.52,9865.93,16597.93,6614.19,183.42,2264.49,12326.88,8279.99,3166.78
2016-01-01,10598.0,22342.19,12993.64,13948.39,28186.81,9953.86,16776.04,6688.16,186.89,2268.82,12342.1,8317.88,3194.12
2016-01-04,10369.24,21765.16,12824.39,13661.83,28051.14,9732.23,16638.41,6608.65,183.2,2237.31,12161.03,8104.27,3117.4
2016-01-05,10360.42,21690.85,12787.04,13670.9,27994.78,9710.08,16783.15,6664.47,186.55,2308.98,12285.1,8083.56,3114.74
2016-01-06,10302.32,21547.5,12811.48,13592.1,27494.87,9591.85,16742.26,6627.69,184.44,2267.26,12439.42,8039.66,3086.94
2016-01-07,10072.45,21076.37,12631.3,13333.43,26897.31,9233.0,16267.86,6376.82,175.26,2160.03,12140.7,7863.41,3002.36
2016-01-08,10116.45,21166.55,12778.22,13374.14,27033.76,9255.81,16464.12,6473.45,179.97,2170.27,12329.89,7885.77,3009.91
2016-01-11,10066.57,21000.84,12585.6,13158.01,26992.41,9264.62,16333.75,6447.31,180.4,2164.47,12430.99,7817.38,2992.63
2016-01-12,9995.25,20631.82,12546.57,13205.27,27007.67,9228.07,16215.08,6380.01,177.21,2138.45,12373.29,7717.66,2983.42
2016-01-13,10064.62,20811.5,12604.14,13181.78,27111.2,9317.07,16098.84,6211.84,175.46,2123.05,12543.13,7779.0,2931.46
2016-01-14,10030.53,20467.92,12767.6,13237.63,27143.96,9184.57,15906.04,6140.7,172.62,2087.61,12452.73,7670.86,2893.68
2016-01-15,9898.8,19938.81,12784.49,13110.01,26665.42,9016.69,15462.89,5858.78,164.81,2013.79,12360.55,7483.59,2795.29
2016-01-18,9783.26,19695.61,12771.77,12919.29,26541.6,8881.94,14961.03,5620.41,158.78,1991.97,11903.37,7370.41,2747.76
2016-01-19,9895.18,20021.9,12747.43,13069.76,26589.62,8994.95,15178.16,5726.11,161.78,2004.05,12086.69,7502.1,2823.52
2016-01-20,9727.77,19583.75,12686.32,12963.17,26194.67,8846.24,14903.68,5590.53,156.25,1941.7,11745.33,7365.91,2774.75
2016-01-21,9685.29,19801.0,12720.81,12663.88,25789.69,8676.35,14831.12,5597.89,156.88,1925.02,11554.66,7410.23,2758.95
2016-01-22,9879.13,20320.72,12804.58,12972.07,25911.35,9016.48,15146.3,5731.78,159.72,2010.63,11836.78,7589.81,2795.59
2016-01-25,9898.28,20404.13,12839.64,13086.29,25928.75,8948.71,15203.76,5769.88,160.63,2042.94,11819.81,7647.55,2762.28
2016-01-27,9901.35,20369.27,12856.88,13213.66,25952.28,8953.49,15269.74,5820.35,161.96,2045.77,11867.67,7625.45,2776.45
2016-01-28,9883.94,20168.46,12826.15,13320.66,26391.73,8913.66,15247.7,5811.11,160.69,2033.7,12035.65,7532.71,2738.35
2016-01-29,10068.86,20353.28,13098.27,13687.63,26717.31,9089.43,15453.74,5885.47,163.17,2055.75,12230.33,7633.29,2773.34
2016-02-01,10058.69,20080.61,13178.78,13672.38,26927.78,9047.41,15524.36,5905.27,163.49,2062.34,12164.16,7541.29,2800.21
2016-02-02,9925.98,19757.48,13105.19,13303.29,26803.39,8928.48,15303.95,5818.53,160.11,1963.0,11832.52,7441.15,2770.15
2016-02-03,9801.62,19450.72,12965.47,13207.96,26818.64,8776.59,15090.91,5633.74,155.33,1911.12,11599.38,7324.11,2712.58
2016-02-04,9857.82,19496.76,13072.04,13058.48,26917.33,8817.97,15065.06,5577.18,154.72,1963.61,11589.96,7351.92,2740.37
2016-02-05,9972.05,19880.78,13088.22,13567.16,27186.95,8959.52,15351.1,5682.16,156.6,2036.93,11589.57,7494.25,2759.71
2016-02-08,9836.41,19729.7,12824.65,13388.32,26794.76,8872.56,15327.03,5681.31,156.91,2019.86,11431.19,7430.74,2748.8
2016-02-09,9717.87,19504.52,12373.32,13456.08,26547.09,8720.2,15092.53,5598.28,154.32,1982.39,11450.96,7364.15,2735.3
2016-02-10,9607.98,19128.65,12357.23,13218.28,26245.96,8608.76,14922.46,5462.88,148.7,1970.45,11434.2,7206.13,2722.69
2016-02-11,9289.29,18394.54,12022.09,12924.09,25457.63,8306.27,14379.76,5170.33,139.76,1883.97,10985.47,6904.5,2620.24
2016-02-12,9295.41,18319.72,12035.49,12901.92,25598.87,8455.74,14246.8,5098.07,137.32,1853.92,10810.97,6902.11,2606.92
2016-02-15,9537.74,18940.55,12232.81,13030.78,25852.54,8834.22,14782.52,5306.54,146.49,2036.39,11195.91,7064.73,2710.85
2016-02-16,9385.36,18575.37,12145.27,12733.42,25312.48,8663.99,14422.11,5191.64,141.62,1997.3,11043.82,6946.91,2661.72
2016-02-17,9465.52,18514.21,12242.97,12980.0,25559.95,8751.12,14559.29,5219.03,142.72,2017.46,11220.68,6933.93,2705.27
2016-02-18,9576.46,18748.0,12475.85,13240.73,25949.43,8813.84,14677.23,5232.37,143.19,2039.05,11230.91,6984.72,2726.02
2016-02-19,9601.77,18808.4,12553.57,13206.17,25942.18,8895.25,14675.22,5263.45,143.31,2048.91,11224.5,6989.51,2738.96
2016-02-22,9633.83,18861.64,12497.28,13376.24,26058.26,8923.13,14763.91,5293.44,143.61,2062.24,11315.72,6998.82,2733.99
2016-02-23,9467.41,18368.02,12358.36,13217.39,25600.63,8787.78,14569.59,5220.98,139.7,2038.82,11126.12,6851.87,2685.49
2016-02-24,9346.39,18087.05,12202.84,12959.94,25278.87,8679.67,14466.13,5181.8,139.28,1995.44,11129.18,6724.61,2660.74
2016-02-25,9282.38,17774.49,12127.61,13014.55,25272.6,8577.6,14327.54,5140.31,136.28,1998.67,11019.59,6679.24,2616.38
2016-02-26,9361.1,18083.63,12197.4,12999.61,25568.5,8564.55,14302.37,5122.85,138.25,2019.96,11107.41,6779.33,2642.37
2016-02-29,9304.26,18286.82,11981.76,13003.59,25603.42,8477.87,14352.69,5112.42,138.46,2025.03,11037.94,6854.54,2591.62
2016-03-01,9617.51,18898.52,12400.22,13151.14,26979.67,8840.91,14721.8,5297.23,145.22,2080.37,11265.37,7045.14,2677.57
2016-03-02,9812.68,19789.5,12703.05,13132.56,26900.61,8887.7,15026.41,5423.96,153.47,2124.25,11456.25,7333.61,2731.66
2016-03-03,9955.1,19901.36,12887.05,13393.24,26828.45,9061.21,15155.0,5526.04,155.32,2226.5,11580.77,7394.96,2813.2
2016-03-04,9968.09,20113.06,12800.64,13434.38,26739.35,9074.88,15290.72,5578.87,156.88,2265.96,11605.88,7461.48,2805.37
2016-03-08,9967.99,19860.4,12722.95,13472.46,26835.81,9080.74,15305.08,5617.14,158.41,2319.61,11778.49,7412.47,2806.34
2016-03-09,10029.96,20034.18,12736.48,13508.15,26884.09,9192.09,15340.52,5640.2,160.91,2299.11,11847.31,7432.63,2838.69
2016-03-10,9969.15,19905.18,12621.19,13533.76,26629.21,9190.27,15282.9,5614.76,159.38,2316.62,11662.2,7433.32,2812.87
2016-03-11,10001.18,19888.83,12631.14,13618.3,27031.92,9232.42,15274.12,5585.64,158.6,2301.41,11681.37,7434.48,2809.36
2016-03-14,10048.89,20032.55,12667.74,13645.77,27284.37,9296.51,15329.89,5609.94,158.22,2314.67,11752.53,7482.47,2816.42
2016-03-15,9944.76,20096.79,12508.77,13187.48,26728.29,9217.55,15213.93,5606.95,158.25,2322.12,11769.29,7420.96,2810.25
2016-03-16,9997.9,20273.7,12593.56,13252.83,27008.12,9185.7,15161.1,5613.85,157.28,2300.16,11767.98,7492.73,2803.84
2016-03-17,10021.13,20250.46,12733.81,13087.95,27162.3,9175.5,15284.74,5615.93,155.98,2299.27,11898.71,7471.51,2826.14
2016-03-18,10143.6,20526.93,13009.68,12930.41,27316.09,9301.76,15430.45,5651.0,158.93,2357.42,11967.57,7573.23,2853.18
2016-03-21,10278.3,20882.66,13049.49,13097.66,27837.35,9433.36,15634.12,5721.97,162.05,2366.38,12073.42,7708.11,2894.82
2016-03-22,10292.77,20895.62,13064.37,13076.4,27391.16,9534.81,15672.88,5740.51,166.69,2396.32,12154.84,7743.0,2910.79
2016-03-23,10294.93,20832.37,13089.48,13054.03,27419.96,9587.13,15724.04,5719.66,166.51,2447.49,12014.66,7720.5,2923.75
2016-03-28,10159.66,20461.44,13021.28,12776.28,27186.91,9450.25,15479.48,5606.7,159.52,2327.66,11980.98,7588.01,2872.94
2016-03-29,10135.49,20541.91,12958.37,12432.67,27064.91,9544.2,15432.92,5599.01,160.21,2336.69,12034.51,7576.85,2864.43
2016-03-30,10321.2,21156.36,13121.42,12718.21,27505.6,9698.96,15746.04,5698.91,166.55,2423.07,12232.42,7742.7,2926.0
2016-03-31,10325.5,21165.26,13185.24,12810.25,27607.88,9703.3,15873.06,5732.33,167.49,2405.02,12181.39,7728.03,2922.24
2016-04-01,10291.69,21208.87,13051.55,12739.27,27926.26,9634.26,15922.06,5849.37,172.58,2390.39,12070.23,7741.08,2926.56
2016-04-04,10352.69,21229.43,13276.65,12797.2,27784.46,9747.62,15994.22,5889.03,171.36,2404.56,12104.97,7733.9,2952.89
2016-04-05,10145.1,20579.58,13145.17,12679.36,27428.04,9457.96,15741.76,5762.63,166.34,2340.88,11993.77,7558.61,2857.97
2016-04-06,10159.98,20503.46,13086.91,12712.78,27461.95,9502.15,15884.53,5847.51,168.55,2404.85,12059.33,7537.6,2879.7
2016-04-07,10069.36,20364.26,12944.25,12804.65,27079.89,9399.77,15814.74,5808.56,168.02,2388.19,12074.85,7464.53,2845.13
2016-04-08,10081.01,20413.54,12895.95,12837.43,27174.37,9383.82,15923.48,5854.69,170.2,2396.34,12146.47,7494.54,2874.38
2016-04-11,10236.11,20741.53,13165.38,12851.74,27453.18,9589.27,16063.63,5900.68,172.92,2444.57,12267.44,7571.81,2947.15
2016-04-12,10286.18,20822.46,13180.63,12977.52,27390.79,9737.97,16176.47,5949.82,173.17,2417.55,12368.58,7614.73,2966.42
2016-04-13,10475.02,21344.76,13235.89,13086.03,28003.49,10077.35,16352.03,6003.55,176.0,2474.01,12547.88,7805.81,2999.11
2016-04-18,10560.74,21271.54,13522.04,13193.43,28295.16,10061.49,16530.33,6076.51,184.43,2498.17,12572.2,7811.58,3040.83
2016-04-20,10560.79,21438.09,13470.12,13134.69,28284.91,10007.79,16601.32,6124.5,183.78,2600.49,12449.93,7863.99,3057.4
2016-04-21,10557.22,21814.96,13240.01,13196.68,28039.7,9982.5,16490.49,6103.88,180.57,2602.77,12495.55,7976.6,3025.46
2016-04-22,10540.19,21901.85,13180.14,13157.14,27767.81,10079.81,16489.69,6117.33,180.14,2592.78,12520.33,7965.5,3038.06
2016-04-25,10481.12,21869.39,13193.49,13038.85,27543.14,9985.02,16391.8,6083.04,179.15,2559.91,12324.28,7933.28,3024.96
2016-04-26,10624.72,22294.12,13312.27,13167.45,27787.44,10146.57,16529.69,6117.67,182.17,2618.5,12369.42,8063.33,3054.86
2016-04-27,10647.74,22124.17,13353.86,13138.25,28138.11,10173.68,16563.97,6155.46,181.82,2615.84,12448.53,7994.37,3079.73
2016-04-28,10470.71,21919.56,13160.48,13031.98,27476.0,9979.32,16387.42,6092.63,184.84,2554.91,12161.41,7866.68,3032.71
2016-04-29,10474.15,22021.97,13054.48,13164.74,27573.95,9944.86,16427.1,6104.91,187.01,2572.45,12152.56,7898.69,3025.64
2016-05-02,10415.52,21691.52,12962.86,13139.83,27560.91,9956.99,16521.69,6133.5,185.9,2597.01,12173.41,7841.68,3015.83
2016-05-03,10336.97,21489.17,12739.01,12995.55,27211.62,9913.78,16378.22,6111.87,186.0,2567.56,12061.8,7794.27,3033.81
2016-05-04,10283.01,21339.14,12765.73,13035.03,26956.66,9702.95,16139.54,6006.61,181.45,2469.61,12010.92,7793.62,2982.25
2016-05-05,10322.82,21347.99,12810.82,13094.96,27194.78,9758.85,16140.93,6004.26,182.95,2473.91,11985.35,7843.69,2981.35
2016-05-06,10320.12,21368.45,12709.49,12964.37,27272.53,9834.34,16186.26,5995.19,183.49,2472.47,12001.14,7860.99,2985.57
2016-05-09,10497.09,21879.16,12831.47,13036.49,27594.79,9977.27,16364.39,6109.26,187.05,2483.17,12139.63,8050.91,3039.54
2016-05-10,10526.11,22008.76,12881.53,13133.97,27714.88,9879.38,16319.22,6114.53,187.91,2452.03,12059.31,8110.04,3047.63
2016-05-11,10474.1,21968.8,12795.15,13040.16,27561.47,9828.87,16303.32,6085.49,185.86,2449.9,11984.35,8080.22,3030.2
2016-05-12,10542.93,22190.73,12936.03,13131.31,27591.92,9879.27,16410.42,6145.11,188.59,2469.42,12116.95,8144.55,3038.88
2016-05-13,10428.78,21919.52,12877.22,13006.64,27478.76,9790.67,16346.82,6124.32,183.96,2414.57,12006.53,8016.28,2996.43
2016-05-16,10489.97,21946.59,12943.81,13062.32,27911.0,9838.38,16359.13,6129.28,186.59,2433.82,11967.61,8053.67,2991.56
2016-05-17,10530.03,21979.64,12987.41,13116.23,27888.39,9892.22,16372.32,6168.51,188.02,2433.01,11988.1,8111.18,2989.39
2016-05-18,10502.51,21935.33,12981.49,13139.14,27892.56,9772.61,16431.06,6202.21,192.36,2449.91,11982.43,8090.86,2995.38
2016-05-19,10386.75,21720.67,12951.83,13109.63,27402.1,9723.85,16232.49,6128.47,190.66,2410.8,11836.9,7980.26,2939.36
2016-05-20,10341.79,21610.79,12883.56,12905.21,27530.83,9695.1,16146.69,6046.87,188.12,2400.79,11757.95,7939.11,2935.51
2016-05-23,10316.91,21513.9,12771.21,12774.51,28193.17,9630.14,16101.53,6013.86,186.32,2388.04,11720.02,7893.88,2941.27
2016-05-24,10340.65,21578.32,12753.6,12649.38,28257.94,9660.29,16017.0,5966.46,185.92,2388.36,11738.08,7946.68,2938.4
2016-05-25,10588.92,22287.39,13092.93,12716.24,28836.88,9852.5,16156.41,6022.18,189.05,2418.11,11943.59,8166.63,3013.9
2016-05-26,10768.78,22761.86,13234.94,12685.57,29229.29,9973.3,16315.22,6081.18,193.17,2441.83,11973.51,8339.23,3151.51
2016-05-27,10884.88,22961.82,13332.64,13063.97,29210.96,10070.83,16520.17,6133.34,196.13,2475.6,12223.86,8444.57,3160.16
2016-05-30,10932.7,22983.86,13480.54,13026.88,29431.26,10194.48,16601.42,6152.71,194.32,2524.98,12219.46,8423.98,3186.2
2016-05-31,10908.07,23115.33,13303.48,12817.56,29027.54,10462.54,16548.68,6126.69,195.93,2554.92,12107.03,8449.07,3157.77
2016-06-01,10934.62,22856.32,13419.09,12772.99,29543.8,10403.0,16522.64,6146.8,196.94,2533.21,12093.68,8393.44,3175.66
2016-06-02,10986.77,23045.67,13376.27,12708.73,29590.28,10454.47,16596.54,6151.48,197.23,2580.25,12148.16,8467.1,3196.33
2016-06-03,10992.21,23219.57,13380.69,12599.28,29580.42,10497.13,16504.18,6136.45,194.77,2574.76,12213.74,8512.9,3164.63
2016-06-06,10972.45,23207.19,13337.79,12448.48,29545.74,10514.3,16501.65,6161.11,196.6,2577.46,12154.68,8488.83,3150.93
2016-06-07,11059.93,23570.63,13358.35,12519.01,30007.71,10556.83,16599.13,6226.09,200.31,2613.24,12159.11,8597.4,3174.74
2016-06-08,11068.75,23568.9,13347.97,12492.45,30023.31,10608.25,16710.07,6299.55,200.67,2618.98,12199.85,8616.2,3212.99
2016-06-09,10986.64,23491.25,13222.77,12433.76,29468.99,10541.01,16658.18,6308.51,201.01,2655.86,12370.48,8547.8,3200.12
2016-06-10,10941.7,23413.67,13180.76,12424.69,29286.22,10425.97,16595.1,6331.09,199.23,2657.88,12371.45,8506.94,3202.05
2016-06-13,10862.06,23105.51,13136.74,12481.77,29207.69,10318.91,16467.57,6336.07,195.98,2624.47,12343.92,8370.92,3157.11
2016-06-14,10859.76,23208.54,13110.8,12569.01,29305.24,10335.75,16561.88,6403.52,198.49,2642.87,12277.26,8384.55,3161.05
2016-06-15,10990.64,23530.91,13242.96,12579.38,29642.12,10427.6,16665.77,6456.08,199.37,2663.7,12461.41,8491.59,3225.55
2016-06-16,10913.97,23299.43,13198.61,12546.63,29517.62,10335.38,16633.12,6464.64,197.88,2681.39,12386.78,8428.34,3192.35
2016-06-17,10953.44,23332.03,13253.25,12419.83,29767.29,10410.21,16634.42,6539.68,205.35,2679.87,12378.2,8472.09,3193.59
2016-06-20,11045.03,23361.8,13506.6,12457.61,29719.14,10558.86,16719.2,6575.73,207.53,2723.44,12496.34,8479.22,3231.25
2016-06-21,11020.11,23230.63,13485.27,12389.42,29699.56,10630.11,16767.23,6599.66,208.38,2719.57,12472.21,8473.69,3209.57
2016-06-22,11000.82,23239.74,13488.04,12470.0,29582.82,10533.81,16737.35,6557.32,208.66,2716.87,12436.85,8475.83,3203.62
2016-06-23,11091.16,23598.04,13483.64,12582.66,29848.94,10644.21,16755.87,6541.42,206.23,2726.46,12451.9,8569.43,3197.45
2016-06-24,10847.29,22982.89,13150.39,12529.8,29458.59,10357.97,16547.38,6415.09,197.83,2623.83,12199.72,8362.4,3119.49
2016-06-27,10855.5,23100.13,12921.35,12781.94,29755.19,10326.5,16697.85,6583.38,200.91,2636.03,12263.93,8398.38,3142.85
2016-06-28,10899.91,23161.62,12776.52,12865.07,30370.51,10342.64,16803.94,6638.55,202.98,2660.68,12322.21,8441.53,3172.78
2016-06-29,11009.02,23391.43,12979.31,12922.59,30328.24,10493.64,17025.15,6746.11,209.06,2693.81,12485.98,8543.19,3209.55
2016-06-30,11121.39,23716.02,13052.93,12989.39,30622.72,10636.49,17207.93,6831.14,214.19,2744.01,12600.43,8652.35,3263.48
2016-07-01,11175.85,23782.49,13027.4,13116.37,31213.64,10673.83,17403.87,6857.05,215.42,2765.44,12809.11,8659.27,3305.46
2016-07-04,11233.09,23930.59,13128.86,13196.74,30751.56,10748.27,17556.41,6963.61,220.42,2810.59,12961.92,8724.32,3346.6
2016-07-05,11186.41,23807.08,13077.43,13245.39,30749.12,10622.89,17591.96,7004.65,219.4,2818.39,12898.82,8688.34,3336.62
