date,nse_tri_prices_TRI_NIFTY_50_TotalReturnsIndex,nse_tri_prices_TRI_NIFTY_BANK_TotalReturnsIndex,nse_tri_prices_TRI_NIFTY_IT_TotalReturnsIndex,nse_tri_prices_TRI_NIFTY_PHARMA_TotalReturnsIndex,nse_tri_prices_TRI_NIFTY_FMCG_TotalReturnsIndex,nse_tri_prices_TRI_NIFTY_AUTO_TotalReturnsIndex,nse_tri_prices_TRI_NIFTY_MIDCAP_100_TotalReturnsIndex,nse_tri_prices_TRI_NIFTY_SMALLCAP_100_TotalReturnsIndex,nse_tri_prices_TRI_NIFTY_REALTY_TotalReturnsIndex,nse_tri_prices_TRI_NIFTY_METAL_TotalReturnsIndex,nse_tri_prices_TRI_NIFTY_ENERGY_TotalReturnsIndex,nse_tri_prices_TRI_NIFTY_FIN_SERVICE_TotalReturnsIndex,nse_tri_prices_TRI_NIFTY_INFRA_TotalReturnsIndex,nse_bse_price_indices_NSEBANK_PRICE,nse_bse_price_indices_NSECNXIT_PRICE,nse_bse_price_indices_CNXPHARMA_PRICE,nse_bse_price_indices_CNXFMCG_PRICE,nse_bse_price_indices_CNXAUTO_PRICE,nse_bse_price_indices_CNXREALTY_PRICE,nse_bse_price_indices_CNXMETAL_PRICE,nse_bse_price_indices_CNXENERGY_PRICE,nse_bse_price_indices_CNXINFRA_PRICE,nse_bse_price_indices_NSEMIDCAP_PRICE,nse_bse_price_indices_BSE_SENSEX,nse_bse_price_indices_INDIA_VIX,indian_stocks_STOCK_RELIANCE,indian_stocks_STOCK_TCS,indian_stocks_STOCK_HDFCBANK,indian_stocks_STOCK_INFY,indian_stocks_STOCK_ICICIBANK,indian_stocks_STOCK_HUL,indian_stocks_STOCK_INDUSINDBK,indian_stocks_STOCK_SBIN,indian_stocks_STOCK_BHARTIARTL,indian_stocks_STOCK_ARTI,indian_stocks_STOCK_ATUL,indian_stocks_STOCK_BORORENEW,indian_stocks_STOCK_CROMPTON,indian_stocks_STOCK_DEEPAKNTR,indian_stocks_STOCK_LLOYDS,indian_stocks_STOCK_MACPOWER,indian_stocks_STOCK_PERSISTENT,indian_stocks_STOCK_RADICO,indian_stocks_STOCK_SUPRAJIT,indian_stocks_STOCK_TANLA,indian_stocks_STOCK_TIMKEN,indian_stocks_STOCK_VBL,commodities_fx_GOLD_USD,commodities_fx_SILVER_USD,commodities_fx_GOLD_INR_ETF,commodities_fx_SILVER_INR_ETF,commodities_fx_CRUDE_WTI,commodities_fx_CRUDE_BRENT,commodities_fx_USDINR,commodities_fx_EURINR,commodities_fx_GBPINR,indian_etfs_ETF_NIFTY50,indian_etfs_ETF_NIFTYBANK,indian_etfs_ETF_NIFTYIT,indian_etfs_ETF_NIFTY100,indian_etfs_ETF_MOTILAL_NIFTY50,indian_etfs_ETF_GOLD,indian_etfs_ETF_SILVER,indian_etfs_ETF_LIQUID,indian_etfs_ETF_GILT_5Y,indian_etfs_ETF_NASDAQ_100,amfi_mf_nav_MF_LargeCap_Mirae_Asset_Large_Cap_Fund___D,amfi_mf_nav_MF_LargeCap_UTI_Nifty_50_Index_Fund___Dire,amfi_mf_nav_MF_LargeCap_HDFC_Banking_and_PSU_Debt_Fund,amfi_mf_nav_MF_LargeCap_SBI_Banking_&_PSU_Fund___Direc,amfi_mf_nav_MF_LargeCap_Kotak_Corporate_Bond_Fund__Dir,amfi_mf_nav_MF_LargeCap_Aditya_Birla_Sun_Life_Banking_,amfi_mf_nav_MF_LargeCap_NIPPON_INDIA_LARGE_CAP_FUND___,amfi_mf_nav_MF_LargeCap_Tata_Large_Cap_Fund__Direct_Pl,amfi_mf_nav_MF_MidCap_Kotak_Midcap_Fund____Direct_Pl,amfi_mf_nav_MF_MidCap_SBI_Small_Cap_Fund___Direct_Pl,amfi_mf_nav_MF_MidCap_NIPPON_INDIA_BANKING_and_PSU__,amfi_mf_nav_MF_MidCap_Axis_Midcap_Fund___Direct_Plan,amfi_mf_nav_MF_MidCap_ICICI_Prudential_MidCap_Fund__,amfi_mf_nav_MF_MidCap_UTI_Mid_Cap_Fund___Direct_Plan,amfi_mf_nav_MF_MidCap_Mirae_Asset_Midcap_Fund_Direct,amfi_mf_nav_MF_MidCap_DSP_Midcap_Fund___Direct_Plan_,amfi_mf_nav_MF_MidCap_Tata_Mid_Cap_Fund___Direct_Pla,amfi_mf_nav_MF_SmallCap_NIPPON_INDIA_SMALL_CAP_FUND___,amfi_mf_nav_MF_SmallCap_Axis_Small_Cap_Fund___Direct_P,amfi_mf_nav_MF_SmallCap_HDFC_Small_Cap_Fund___Growth_O,amfi_mf_nav_MF_SmallCap_ICICI_Prudential_Smallcap_Fund,amfi_mf_nav_MF_SmallCap_UTI_Small_Cap_Fund___Direct_Pl,amfi_mf_nav_MF_SmallCap_Mirae_Asset_Banking_and_PSU_Fu,amfi_mf_nav_MF_SmallCap_DSP_Small_Cap_Fund___Direct_Pl,amfi_mf_nav_MF_SmallCap_TATA_Small_Cap_Fund_Direct_Pla,amfi_mf_nav_MF_FlexiCap_Parag_Parikh_Flexi_Cap_Fund___,amfi_mf_nav_MF_FlexiCap_Quantum_Dynamic_Term_Fund___Di,amfi_mf_nav_MF_FlexiCap_Franklin_India_Banking_&_PSU_D,amfi_mf_nav_MF_FlexiCap_Samco_Flexi_Cap_Fund___Direct_,amfi_mf_nav_MF_FlexiCap_PGIM_India_Flexi_Cap_Fund___Di,amfi_mf_nav_MF_Sectoral_NIPPON_INDIA_PHARMA_FUND___DIR,amfi_mf_nav_MF_Sectoral_TATA_Digital_India_Fund_Direct,amfi_mf_nav_MF_Balanced_ICICI_Prudential_Balanced_Adva,amfi_mf_nav_MF_Balanced_HDFC_Balanced_Advantage_Fund__,amfi_mf_nav_MF_Balanced_SBI_Balanced_Advantage_Fund___,amfi_mf_nav_MF_Balanced_NIPPON_INDIA_BALANCED_ADVANTAG,amfi_mf_nav_MF_Balanced_Kotak_Balanced_Advantage_Fund_,amfi_mf_nav_MF_Liquid_NIPPON_INDIA_LIQUID_FUND___DIR,amfi_mf_nav_MF_Liquid_HDFC_Liquid_Fund___Growth_Opti,amfi_mf_nav_MF_Liquid_SBI_Liquid_Fund___Direct_Paln_,amfi_mf_nav_MF_Liquid_UTI_Liquid_Fund___Direct_Plan_,amfi_mf_nav_MF_CorpBond_NIPPON_INDIA_CORPORATE_BOND_FU,amfi_mf_nav_MF_CorpBond_HDFC_Corporate_Bond_Fund___Gro,amfi_mf_nav_MF_CorpBond_SBI_Corporate_Bond_Fund___Dire,amfi_mf_nav_MF_CorpBond_UTI_Corporate_Bond_Fund___Dire,amfi_mf_nav_MF_Gilt_SBI_GILT_FUND___DIRECT_PLAN___,amfi_mf_nav_MF_Gilt_ICICI_Prudential_Gilt_Fund___D,amfi_mf_nav_MF_Gilt_HDFC_Gilt_Fund___Growth_Option,amfi_mf_nav_MF_Gilt_Nippon_India_Gilt_Fund___Direc,amfi_mf_nav_MF_Gilt_UTI_Gilt_Fund___Direct_Plan___,amfi_mf_nav_MF_DynamicBond_NIPPON_INDIA_DYNAMIC_BOND_FUND,amfi_mf_nav_MF_DynamicBond_Aditya_Birla_Sun_Life_Dynamic_,amfi_mf_nav_MF_DynamicBond_Kotak_Dynamic_Bond_Fund___Dire,amfi_mf_nav_MF_IndexFunds_HDFC_Nifty_50_Index_Fund___Dir,amfi_mf_nav_MF_IndexFunds_ICICI_Prudential_Nifty_50_Inde
2000-02-29,0.07061829891562876,-0.06418369034459348,0.4700108492971584,,0.07003696610974375,,,,,,,,,,,,,,,,,,,0.04652577934444313,,-0.05271971959697341,,-0.08811763882894197,0.2156970835062142,,0.17385250583491008,,-0.0651819887693531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,-0.07516591187444821,0.02946565595498285,-0.12473311276906385,,-0.10732352531674938,,,,,,,,,,,,,,,,,,,-0.08190782364843052,,0.018014955294725077,,0.18634675007472423,0.02172713793311254,,-0.15195628054235277,,-0.10491794198294846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-30,-0.07458577148136736,-0.039726064526621085,-0.30880039421652516,,-0.08189386259065745,,,,,,,,,,,,,,,,,,,-0.06872840457535234,,0.11598867252449674,,-0.03950602352835064,-0.09425161080685518,,-0.005968465995232486,,0.020759901454229235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-31,-0.01828395710891173,-0.052038838605272475,-0.2813469334437402,,0.11702394982817155,,,,,,,,,,,,,,,,,,,-0.04808106210284002,,-0.0033328641627392575,,-0.06057524437064499,-0.13826043116552722,,0.07539572050299359,,-0.012835631574514061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,0.06685695689316162,0.08676492481762699,0.3092587857259488,,0.07514242080516076,,,,,,,,,,,,,,,,,,,0.07108432315168889,,-0.00901378211465087,,0.09574437545539105,0.18741255463039774,,0.10039539262924801,,0.11579936157306414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-31,-0.09360363509262493,-0.07951816031489456,-0.18447611719387913,,-0.08236819615123925,,,,,,,,,,,,,,,,,,,-0.09874349659415305,,-0.011737305109485119,,-0.07707537650651375,-0.18641121227504132,,-0.1516016358296588,,-0.10782591933072272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-31,0.04640808828684806,0.009554519297549247,0.24264370668313284,,-0.016764082471578234,,,,,,,,,,,,,,,,,,,0.04613473375764232,,-0.0007421224363631795,,0.02769410672243544,0.2315480482847545,,-0.007476514694475522,,-0.010963970958593694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,-0.08705819290428496,-0.09525026289151173,-0.1556558648425237,,-0.09167755422001567,,,,,,,,,,,,,,,,,,,-0.0864202323979274,,0.017679543058576108,,-0.021307606278207936,-0.1159568462094882,,-0.12170967436736391,,-0.10582006258344623,,,,,,,,,,,,,,,-0.016888185036319503,-0.020787451376284793,,,-0.0676736545930916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-31,-0.07772362974488456,-0.05097706955171033,-0.10947881374576507,,-0.06626584008169967,,,,,,,,,,,,,,,,,,,-0.0927444086245619,,-0.11781047754588991,,0.06958412609363362,-0.030668480066735282,,-0.14696746341297717,,-0.08002265750841864,,,,,,,,,,,,,,,-0.03179828952101571,-0.029597872210371357,,,0.05929999935721231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-30,0.0814088586844075,0.0926655068217197,0.03330842252842614,,0.0758364655862962,,,,,,,,,,,,,,,,,,,0.0773291357073771,,0.0860499273393851,,-0.11734200016971219,0.007177819365780769,,0.08769017633451726,,0.11761095326522275,,,,,,,,,,,,,,,0.01963009560907447,-0.01682801796333966,,,0.03395535812120376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,-0.003583728254790697,0.03257772563479433,-0.11978494238033754,,0.05327252681166694,,,,,,,,,,,,,,,,,,,-0.0064707198142230915,,0.03291171960113526,,0.007461154583642493,-0.2074078822702804,,0.0674417988449445,,0.05590593873185723,,,,,,,,,,,,,,,0.007034408935763681,-0.01904145320874495,,,-0.2071005963906869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-31,0.085639378161811,0.125905411163187,0.15375500378573093,,-0.0015905491472890665,,,,,,,,,,,,,,,,,,,0.08927224937682099,,0.13468065988419697,,0.1395866026714303,0.19294520687791294,,0.0016942087354576696,,0.19647012096615057,,,,,,,,,,,,,,,-0.023529389325310235,0.04492908386322747,,,0.07089558134208751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-28,-0.014795817715525739,0.07090147317205031,-0.11152637340647187,-0.005319310617344031,0.014688361643462544,,,,,,0.06520038250891069,,,,,,,,,,,,,-0.018415837360569287,,0.07670304373222292,,0.010437277844191462,-0.08113097898676536,,0.11019817360242845,,0.06507586352369321,,,,,,,,,,,,,,,0.0045180032450204965,-0.06658312975773462,,,-0.04459932587522375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,-0.1503666468727991,-0.15375166170259313,-0.4199540266433487,-0.1085034429368863,-0.060251270610731766,,,,,,-0.07336162572431226,,,,,,,,,,,,,-0.15131954263182834,,-0.059285053189862325,,-0.10991993810774214,-0.345725622332707,,-0.03636444803232064,,-0.1810588385016757,,,,,,,,,,,,,,,-0.033358299489093635,-0.04338109097609155,,,-0.037199141317491025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-30,-0.018504823281782046,0.0030423543448001578,-0.011500422557730539,-0.03426645338208412,-0.0038839803659080907,,,,,,-0.0340669890171833,,,,,,,,,,,,,-0.02364344865797774,,-0.10233421660539299,,0.017470342336435074,-0.08990836043696104,,-0.040364688489437084,,0.0422777932767624,,,,,,,,,,,,,,,0.023652602744783424,0.00981774075038433,,,0.0780302839283551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-31,0.04045639717815375,0.0444561187875423,0.10047946392467222,0.04468711917748247,-0.041976512075459604,,,,,,0.09598533823274646,,,,,,,,,,,,,0.03203889644571967,,0.1454017440932316,,-0.002169966294896186,0.017065839114966952,,-0.059173427872775575,,0.0570273603759186,,,,,,,,,,,,,,,0.004924196185487784,0.017592530964335884,,,-0.003162271543724615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
