Date,Open,High,Low,Close,Return,Volatility
2025-07-21,723.0499877929688,747.0,723.0499877929688,730.3499755859375,,
2025-07-22,731.1500244140625,752.7000122070312,701.9000244140625,732.5,0.002943827597635673,
2025-07-23,741.75,765.9000244140625,721.0,756.2000122070312,0.03235496547034988,
2025-07-24,766.5999755859375,770.0,746.0,758.2999877929688,0.002777010780267819,
2025-07-25,753.0,762.7000122070312,737.2999877929688,757.3499755859375,-0.0012528184390405706,
2025-07-28,750.0,759.9500122070312,742.25,755.9000244140625,-0.0019145061314000955,
2025-07-29,747.5999755859375,788.3499755859375,747.0499877929688,782.4500122070312,0.03512367632683833,
2025-07-30,786.5,801.8499755859375,763.0,770.6500244140625,-0.015080819999842454,
2025-07-31,753.0,774.7000122070312,750.0,759.1500244140625,-0.014922467573713072,
2025-08-01,759.0,765.7999877929688,732.0,738.4000244140625,-0.027333200728032025,
2025-08-04,738.4000244140625,753.9000244140625,734.0,752.2999877929688,0.018824435156182817,
2025-08-05,758.4000244140625,762.0,734.0,736.7000122070312,-0.020736376231645703,
2025-08-06,735.4500122070312,739.9500122070312,711.5499877929688,724.5,-0.016560352931829114,
2025-08-07,720.0499877929688,756.7000122070312,716.0,749.6500244140625,0.03471362928096955,
2025-08-08,749.0,755.5,726.4000244140625,729.5999755859375,-0.02674587897705516,
2025-08-11,730.0999755859375,760.0,725.0499877929688,753.25,0.03241505647676224,
2025-08-12,755.0,765.9500122070312,741.0,743.4500122070312,-0.013010272542938961,
2025-08-13,748.4500122070312,761.8499755859375,747.0,754.9500122070312,0.015468423984365431,
2025-08-14,780.0,836.4000244140625,779.0,824.9500122070312,0.09272137077706777,
2025-08-18,825.0,825.7000122070312,791.2000122070312,800.6500244140625,-0.029456315453536108,
2025-08-19,798.0,823.9500122070312,796.25,818.25,0.02198210834854808,
2025-08-20,818.0,857.2999877929688,812.3499755859375,840.9000244140625,0.02768105641804164,
2025-08-21,842.2000122070312,860.7999877929688,836.5,846.3499755859375,0.006481092892906659,
2025-08-22,845.0,850.9500122070312,811.1500244140625,822.9000244140625,-0.02770715643447652,
2025-08-25,828.2000122070312,847.8499755859375,827.0499877929688,843.6500244140625,0.02521569982304328,
2025-08-26,853.9500122070312,864.9000244140625,830.0,835.8499755859375,-0.009245597821848417,
2025-08-28,839.7000122070312,845.8499755859375,815.2000122070312,817.5,-0.02195367125909653,
2025-08-29,820.9000244140625,837.5,816.0999755859375,818.0499877929688,0.0006727679424693989,
2025-09-01,826.0,828.4000244140625,811.0499877929688,814.2999877929688,-0.004584071946651114,
2025-09-02,818.0,821.4000244140625,801.2000122070312,804.1500244140625,-0.012464648816237989,
2025-09-03,809.7999877929688,825.0,802.25,823.6500244140625,0.024249206501247622,0.026820457504644936
2025-09-04,829.0,858.0,828.1500244140625,844.0,0.02470706608721862,0.027074093458415695
2025-09-05,844.0,847.75,826.25,829.7999877929688,-0.016824659013070176,0.02685370478892111
2025-09-08,829.75,834.7999877929688,813.0999755859375,816.0999755859375,-0.01651001736390645,0.02709990298557688
2025-09-09,818.9500122070312,825.9500122070312,813.5999755859375,818.9000244140625,0.003431012022901525,0.02708924829836324
2025-09-10,820.0,832.2000122070312,812.5,815.2000122070312,-0.004518270969253724,0.02710954991575375
2025-09-11,815.2999877929688,835.2999877929688,815.2999877929688,820.9000244140625,0.00699216403542402,0.026433449563185895
2025-09-12,824.9500122070312,841.9500122070312,818.0499877929688,833.5,0.015348976990140928,0.02634186582061237
2025-09-15,833.5,840.1500244140625,824.0,835.4500122070312,0.0023395467390896485,0.02612577819165129
2025-09-16,838.4000244140625,860.0,828.0,831.7999877929688,-0.004368932145228044,0.02552002560082967
2025-09-17,836.0,870.0,835.0999755859375,864.5,0.03931234994820665,0.026187913535846992
2025-09-18,866.0499877929688,873.5,850.5,857.0499877929688,-0.008617712211719253,0.025869269864705224
2025-09-19,856.8499755859375,862.9000244140625,843.0,846.0999755859375,-0.012776398533333122,0.02576767057717553
2025-09-22,840.7000122070312,848.9500122070312,827.25,831.25,-0.01755108854087095,0.025489615400918934
2025-09-23,838.9500122070312,838.9500122070312,806.0,821.8499755859375,-0.011308300046992459,0.025003803543860354
2025-09-24,819.5499877929688,823.0,812.75,820.75,-0.0013384140884755702,0.024446913546485823
2025-09-25,816.0,820.0,801.0,805.0,-0.019189765458422214,0.024613200170188528
2025-09-26,798.0,798.0,770.4000244140625,780.9000244140625,-0.029937857870729778,0.025205165026382457
2025-09-29,782.0999755859375,784.5999755859375,758.2000122070312,765.8499755859375,-0.019272696065565587,0.018661433343224135
2025-09-30,764.7000122070312,771.9000244140625,759.5999755859375,761.2000122070312,-0.006071637431794175,0.01796364790594527
2025-10-01,767.0499877929688,772.9000244140625,752.2000122070312,770.9500122070312,0.012808722863430821,0.017624537717197544
2025-10-03,772.0,773.0,756.5,759.25,-0.015176097051399107,0.01687050850440099
2025-10-06,759.6500244140625,767.0,745.0499877929688,764.4000244140625,0.006783041704395698,0.01687661061623684
2025-10-07,764.4000244140625,780.75,760.4000244140625,777.25,0.016810537906232215,0.016607184708834363
2025-10-08,778.0,784.5,765.4000244140625,771.2999877929688,-0.007655210301744986,0.015831749329500218
2025-10-09,765.5,777.8499755859375,765.5,772.75,0.0018799588097757614,0.01580738703936891
2025-10-10,772.5999755859375,806.0,759.0,800.7999877929688,0.03629891658747164,0.016876111536176103
2025-10-13,793.0,797.5999755859375,775.2000122070312,784.8499755859375,-0.019917597964742795,0.017239413950787104
2025-10-14,780.4000244140625,794.0,771.0999755859375,773.7000122070312,-0.01420649006274366,0.017392661162415893
2025-10-15,773.7000122070312,779.5,762.5499877929688,775.5499877929688,0.002391076071797338,0.017282563720796344
2025-10-16,775.0,791.4000244140625,770.0,772.0499877929688,-0.004512926381393112,0.01661485090728863
2025-10-17,775.7999877929688,775.7999877929688,753.4500122070312,757.5999755859375,-0.01871642048507638,0.016089168729993816
2025-10-20,758.0999755859375,762.8499755859375,725.0499877929688,727.0999755859375,-0.0402587130185833,0.01728441276309636
